pe;he_0;he_1;he_2;he_3;he_4;he_5;he_6;he_7;he_8;he_9;Te_wall_0;Te_wall_1;Te_wall_2;Te_wall_3;Te_wall_4;Te_wall_5;Te_wall_6;Te_wall_7;Te_wall_8;Te_wall_9;pc;hc_0;hc_1;hc_2;hc_3;hc_4;hc_5;hc_6;hc_7;hc_8;hc_9;Tc_wall_0;Tc_wall_1;Tc_wall_2;Tc_wall_3;Tc_wall_4;Tc_wall_5;Tc_wall_6;Tc_wall_7;Tc_wall_8;Tc_wall_9;pihx1;hihx1;Tihx_wall;pihx2;hihx2;pbuff1;hbuff1;Tbuff1_wall;pft;hft
3598211.8402366387;248985.55218092125;257485.42888907265;266171.4867448032;274326.5982437533;282011.9892384591;289490.05403820786;297100.1472522047;305151.9535752594;313979.0223306122;324283.8996390646;274.6562690235442;274.77996443208133;274.9021469160848;275.02009690627995;275.1243829353527;275.2044970044623;275.25648369935647;275.28537729536777;275.29175868864377;275.24918215639616;6909373.63489944;438812.51002136775;426622.6485778456;420822.45640670613;418032.9144985189;416685.1085809984;416032.1500012875;415715.1052095671;415560.7683316505;415485.39784840285;415448.46289512503;308.1191117051762;307.32385647889066;306.95885215738747;306.78567506422615;306.70232876714806;306.66192288981824;306.6422373451362;306.6326120367366;306.62790350808876;306.62563045163984;6901873.978594914;375507.98031660536;295.12792001327824;3597213.3514726846;367533.11779304064;5202020.073761526;469992.81957800343;308.3452171923345;4629828.133168264;401636.27657673304
