Pgc_av,Pevap_av,pc_av,pe_av,SH_av,Tc_out_av,Te_out_av,Tw_out_av,Tmpg_out_av,hc_out_av,he_out_av,COP_av,Pheat_out_av,mc_in_dot_av,me_out_dot_av
1213.2434597359622,1809.364350161862,62.74063126983391,34.161005946087805,15.387413105078565,23.905680545057457,14.633503927810159,25.985187436966385,2.3016494452685796,328416.2812990414,439205.7541650479,1.5307652395505882,3771.2720020284046,10.476539739496495,8.536029719493174
1689.4991277140984,2281.8730348811296,64.48855857446317,30.217859727481233,18.097401830301177,25.0986631032908,12.808242515154182,27.66319265146771,-1.8953431601937265,336168.03626292216,440087.2712845331,1.350716387089396,5051.272384402733,14.133966709442946,10.538515570607485
1851.9232961507773,2462.5397002845984,65.28601393527441,27.934246793007226,19.924561451597633,25.633760464877316,11.80656280664358,28.420023109386705,-4.462374082517231,343898.30345787323,440961.572250774,1.211831221650071,5698.144619291274,15.784039786594654,11.25099148261898
2117.8950191209933,2689.7352653016947,65.85969173282601,26.355263972210718,21.317227269089354,26.01519757891494,11.142548847341185,29.066267038447798,-6.120100117270897,345655.76522820734,441907.41702780576,1.1138323195911721,6466.260247929783,17.523312602170243,12.17738201293416
2387.586536621898,2756.2721253089617,67.80068702234472,27.151789911518108,21.053059554726406,27.284276424763732,11.926831576289096,30.622892492564496,-5.921064551410342,346961.8613081306,440952.1031602742,1.2097527880388133,7380.119566295555,19.13456084890299,12.876649729760405
1759.6497419278203,2167.8813761723072,68.1556383138171,25.200445076963113,22.013523290394737,27.512792536343134,10.276791501456994,30.086768634503436,-9.407969702980427,349283.47935298854,438811.86019364384,1.051263976999398,6103.024975111932,15.104599482007211,9.887886729568393
1163.5124391767954,1582.710147705326,68.72549973169554,23.988930813493155,13.065364737205215,27.87737575498236,-0.3674583539202439,30.163564074701252,-11.98654212173004,369570.5315071624,410301.7502610286,1.0032778903014923,5286.686310225675,12.451462551015018,8.050831261064841
501.84524949080077,915.340301034408,67.23476231437743,40.527947895752,13.090047289910927,26.917664246579704,18.903881674550156,31.45171773867969,7.269938283262476,318627.53279896535,432831.7615613954,1.354885267060762,2969.795033756075,4.228251307867077,4.228251307867077
773.4728343407446,2134.77000020596,67.08990166414438,35.67704946960236,3.032751340150128,28.30461223903678,3.9199916131155192,34.50140207534576,2.545397439111005,399359.8439987324,394706.58886037377,1.3211838544484178,4328.153717217929,12.337548762327417,12.337548762327417
1766.4730131313627,1837.4680958377915,74.0046136983113,34.16871072707865,16.114441427305884,31.272103866075703,15.369020164114195,38.23885976988519,0.7113134510397785,361028.04822501127,430943.4147918556,1.3453860588918318,6027.956830085366,16.545757986963835,9.857874340426829
1757.2680120957048,1837.9193394190297,77.89512580845275,32.183440297000686,14.11943079472805,34.713130689479314,11.142101353524392,40.30508165834799,-1.4804081560833324,375211.6524917902,420999.558452652,1.1672553943241533,6776.403434109596,17.924477462843488,10.42177638681763
1493.833282329549,1908.5083105711224,78.7488584187046,30.572880714284487,10.816276607136343,35.38050770457572,5.952682548950042,40.64750492428303,-3.1235904902513485,375821.323539432,409225.7903449815,1.0867390945630189,6570.768246966667,15.492875688937897,10.87291757289905
837.834702909043,1306.3840182752592,87.8626836847436,28.217630101002705,1.572200705723589,38.16420382898988,-6.185879932929323,42.70996968990224,-6.2229987972264835,332390.77091492113,388489.7232072481,1.091507236772685,6073.7097560142065,6.657211988287985,6.657211988287985
536.3667545664091,893.985599891548,86.17750641686499,26.239262440575846,3.2132889410830052,39.34399618479141,-7.1160124901472654,43.544131492824626,-9.175377259932091,363084.6052187511,381113.07682735095,1.082728907820044,5503.203814121689,5.321453943625798,5.315851430652188
442.09838132455263,405.20780430247476,87.57133197096341,25.582228913792015,5.2817260590134625,41.4489322725475,-5.9328999975378975,45.19423109432213,-10.625342814934061,376411.3521554159,366339.9725738304,1.1275010454864014,5459.152883928051,4.858179196895415,2.767555340638152
