pe;he_0;he_1;he_2;he_3;he_4;he_5;he_6;he_7;he_8;he_9;Te_wall_0;Te_wall_1;Te_wall_2;Te_wall_3;Te_wall_4;Te_wall_5;Te_wall_6;Te_wall_7;Te_wall_8;Te_wall_9;pc;hc_0;hc_1;hc_2;hc_3;hc_4;hc_5;hc_6;hc_7;hc_8;hc_9;Tc_wall_0;Tc_wall_1;Tc_wall_2;Tc_wall_3;Tc_wall_4;Tc_wall_5;Tc_wall_6;Tc_wall_7;Tc_wall_8;Tc_wall_9;pihx1;hihx1;Tihx_wall;pihx2;hihx2;pbuff1;hbuff1;Tbuff1_wall;pft;hft
3109092.6878383784;297105.096896125;342883.9765231343;390678.12666191295;432679.169697547;442032.23886614415;455503.1084382793;461872.6514433075;464976.8458216038;466602.6894083281;467799.25341171364;270.82146302050825;270.6425553123831;271.30060576981623;272.33552211951314;274.6122905084978;275.3432477181703;275.73458888142096;275.9043175553778;275.98970289754953;276.02613559727644;6931385.90695398;364961.9931251532;291011.66988760734;270141.740289079;259866.24503555326;254290.76912835427;251407.3529277336;249960.05762726325;249242.84939731366;248888.93456415346;248714.6447947151;297.615559828565;296.25813338338855;294.3787932295414;293.71903014904444;293.36515105483045;293.18520893963057;293.09788782216714;293.0575637196438;293.0404785396702;293.034493346958;6997611.033140898;194538.75011572134;295.1016177633152;3113260.6215189714;468543.4156323922;4983047.141450977;466171.3967982846;294.98324939841905;5823585.804763011;278275.3965726718
