current_time;Tw_in;Tw_out_rnn;Tw_out;Tw_out_sp;omegab_opt;Theater1;Theater2;Theater_opt;pc_rnn;pc;Hpev;Hpev_opt;SH;SH_sp;Lpev;Lpev_opt;COP;Pgc;Prec;Pcomb;omega1;omega2;omega3;k_step;T_outdoor
326;305.7595119304946;311.51553;311.5519155249218;311.4546705472243;6077.151344762326;936.8708135852827;936.8527002526406;936.8527002526406;70.0;72.86849234523018;100.0;100.0;6.066083602130831;5;12.328532647135631;12.328532647135631;1.641969040939148;1540.812180014422;4035.998152628217;3396.41625;184.0;125.8813731984747;136.0;0;6
327;305.7605836687216;311.51843;311.557002642328;311.4546705472243;6015.439839195289;937.0370708861648;937.0202710012431;937.0202710012431;70.0;72.9142368800012;100.0;100.0;6.105859302997928;5;12.447073717608845;12.447073717608845;1.6431072779753528;1540.8674175632182;4039.808841845537;3396.41625;184.0;125.87430629239634;136.0;0;6
328;305.7616446895663;311.52194;311.5619270317001;311.4546705472243;5951.5639117436585;937.196509444544;937.1812710707464;937.1812710707464;70.0;72.95913227527814;100.0;100.0;6.142453138658283;5;12.568637798606742;12.568637798606742;1.6442024246467355;1540.8948355605733;4043.500997799;3396.41625;184.0;125.87503264218786;136.0;0;6
329;305.76269510020256;311.52484;311.5668142175847;311.4546705472243;5889.748011707126;937.3488424455941;937.3354218150379;937.3354218150379;70.0;73.0031838942746;100.0;100.0;6.175536358098057;5;12.692808078304504;12.692808078304504;1.6452900329378541;1540.8914656237973;4047.198338209366;3396.41625;184.0;125.88420375616785;136.0;0;6
330;305.7637350067324;311.52838;311.5715473612444;311.4546705472243;5828.962957829354;937.4942417997653;937.4828848890967;937.4828848890967;70.0;73.0464258249724;100.0;100.0;6.204959066062727;5;12.81918852650371;12.81918852650371;1.6463369525678901;1540.8542627355987;4050.7913159414625;3396.41625;184.0;125.90209615183144;136.0;0;6
331;305.764764514197;311.532;311.57623294247156;311.4546705472243;5768.336821870336;937.6327709295404;937.6237168795817;937.6237168795817;70.0;73.08887711596702;100.0;100.0;6.230399255353248;5;12.94731648989714;12.94731648989714;1.6473733375213293;1540.7809686510327;4054.384604723145;3396.41625;184.0;125.92903909799921;136.0;0;6
332;305.7657837265869;311.53528;311.5807705107739;311.4546705472243;5710.31230202504;937.7643985523825;937.757882886684;937.757882886684;70.0;73.13057707515887;100.0;100.0;6.251679943700026;5;13.076740621936498;13.076740621936498;1.6483706836815248;1540.6691172282203;4057.8838588513204;3396.41625;184.0;125.96541694306725;136.0;0;6
333;305.76679274685296;311.53888;311.5852509335289;311.4546705472243;5653.43353145141;937.8893692595689;937.8856115759735;937.8856115759735;70.0;73.17155318473264;100.0;100.0;6.268421274174472;5;13.206931015448834;13.206931015448834;1.6493547199840113;1540.5165343728063;4061.37863859509;3396.41625;184.0;126.01134602404433;136.0;0;6
334;305.7677916769163;311.54224;311.5895878032972;311.4546705472243;5598.090273689113;938.0077689373718;938.006978899813;938.006978899813;70.0;73.21183652296526;100.0;100.0;6.280493566208946;5;13.337394830476624;13.337394830476624;1.6503009236741826;1540.3205400535724;4064.7883345034315;3396.41625;184.0;126.06703904721684;136.0;0;6
335;305.76878061767906;311.54547;311.5938521111601;311.4546705472243;5543.727230786917;938.1197309725293;938.122105612055;938.122105612055;70.0;73.25146314160887;100.0;100.0;6.287715996651215;5;13.4676109162302;13.4676109162302;1.6512293899470256;1540.0785241688482;4068.1838083248163;3396.41625;184.0;126.13263232641037;136.0;0;6
