t_ss,Tmpg_out_ss,Tw_out_ss,pc_ss,hc_out_ss,hihx1_out_ss,hft_ss,hihx2_out_ss,he_out_ss,pft_ss,pbuff1_ss,pbuff2_ss,pe_ss,Tc_out_ss,Te_out_ss,mc_in_dot_ss,mc_out_dot_ss,mft_in_dot_ss,mft_out_dot_ss,mbuff1_in_dot_ss,mbuff1_out_dot_ss,me_in_dot_ss,me_out_dot_ss,Pheat_out_ss,Pgc_ss,Pevap_ss,Prec_total_ss,COP_ss,SH_ss
0,5.83990281086418,31.280886046800866,74.1226129526311,445576.6887142408,442506.26452400006,335922.24624537554,252126.17154750152,252175.34009606024,47.663703328363965,49.77586120000001,66.83734297986429,35.55994966742863,49.26234805258066,0.7618224679040964,0.010095496017610913,0.0,0.0,0.01224701250319045,0.0006656310979054036,0.010095496017610913,0.01224701250319045,0.0006656310979054036,2927.5495593376536,28.192048963211676,10.461041346352745,2899.3575103744415,0.7522999680358623,0.0
1,5.766151604851404,31.633883794927023,75.07081984897147,445601.64225494274,441199.15290514345,337280.23389712034,261375.06441197539,253455.52313946062,48.05985162174482,49.77586120000001,67.72785374918256,36.01559257273196,50.06409719851225,1.2463187375616827,0.007726483554705191,0.010135874561973627,0.010135874561973627,-0.0004741896641746353,-0.00469542351573082,0.007726483554705191,0.010242272890151682,0.006021039038595497,3130.1327517505756,29.020465561636236,86.8698720677987,3101.112286188939,0.8043582939797365,0.0
2,5.547277163784725,31.861450395796236,74.61634144543507,438716.6662638803,438716.6662638803,341742.26212653116,272660.01401712454,260209.81623384426,49.83236497968441,49.77586120000001,68.50192171564785,36.44212088767232,46.6340716331149,1.6957180460300265,0.010610735080482563,0.009096909694197231,0.009096909694197231,0.01968301855540088,0.014141666610887369,0.010610735080482563,0.012433026640558975,0.006891674696045462,3391.7293161515677,119.01810035317627,417.23495361828117,3272.7112157983915,0.8715814384725261,0.0
3,5.3121035778055585,31.9832421944719,74.75765405542319,434920.74562824913,434920.74562824913,342369.9449822766,280467.9942678716,264958.04164140276,49.81392320311404,49.77586120000001,68.69478076003617,36.721980249988334,45.19871175327063,1.9885718234285577,0.010659458872731002,0.009885059289564038,0.009885059289564038,0.004222864462498627,0.000821112099002012,0.010659458872731002,0.011029114159933306,0.007627361796436691,3463.1342331684023,202.66891337357498,764.48651976823,3260.4653197948264,0.8899305443375423,0.0
4,5.065252126497057,31.971829514513715,74.93656589592098,431494.8318075451,431494.8318075451,344224.8639203926,286052.69316304335,269957.73496997735,50.38978797451148,49.77586120000001,68.83484843498272,36.947302608498326,44.019013339022806,2.223024729370394,0.010812837834714735,0.00929332243114071,0.00929332243114071,0.02106533871665442,0.016703507619775487,0.010812837834714735,0.012418490580002647,0.008056659483123717,3498.3451160766244,299.7582304518657,709.4227631246213,3198.586885624759,0.8989787758190149,0.0
5,4.853402485165645,32.12195343058407,75.12326318924364,428626.411289932,428626.4112899321,343979.2163355081,290150.52274077496,274049.85617351445,49.91522970244831,49.77586120000001,68.94858703843255,37.11699429616142,43.128569165478396,2.3989691082359883,0.010527916514358759,0.01021566453803603,0.01021566453803603,0.0038921358746969873,0.0016023160252842108,0.010527916514358759,0.010793397064741172,0.008503577215328396,3643.350635106836,388.9591509218107,928.9064062814107,3254.391484185025,0.9362412183909972,1.4210854715202004e-14
6,4.686016352905867,32.10821279432777,75.23643305904672,425733.19536934164,425733.19536934164,345894.51513772464,293392.1533273157,277640.71021020034,50.54509546818378,49.77586120000001,69.05375309202107,37.24691530650965,42.21343607750079,2.5331920595765354,0.01072598169623813,0.009511452365153286,0.009511452365153286,0.02160897625434104,0.017933552908726766,0.01072598169623813,0.012386862394281684,0.008711439048667408,3630.078478715621,471.0356697044285,1205.927797817194,3159.0428090111923,0.9328306380996982,0.0
7,4.566799306875836,32.33265303978827,75.36389011744853,423182.441022702,423182.441022702,345506.0248853266,296089.2160650315,280887.68699209084,50.00524623485602,49.77586120000001,69.13354177216817,37.35481479776221,41.48193554992939,2.644467616795069,0.01046060665276223,0.010485804403093487,0.010485804403093487,0.0037331003223078424,0.0021055371600025184,0.01046060665276223,0.010659097962675574,0.00903153480037025,3796.1857048529937,538.7862160943565,1225.837330100893,3257.399488758637,0.9755156408232537,0.0
8,4.488633887134171,32.244046494115764,75.42284824535682,420501.0447428154,420501.0447428154,347434.5395328364,298479.19124119496,283956.21111398464,50.6632392032767,49.77586120000001,69.20643077428012,37.43754146561808,40.68732401426115,2.7295622421498678,0.010701576701434838,0.009697980394990044,0.009697980394990044,0.02205188426960977,0.018787540890919163,0.010701576701434838,0.012385166551666622,0.009120823172976017,3761.2809989744446,614.8155142178084,1306.8194407429496,3146.465484756636,0.966546088443524,0.0
9,4.4435087820901344,32.43108499392024,75.50604848029471,418098.09542199,418098.09542199003,346933.29049683706,300691.0720730163,286866.3251179212,50.07176036434789,49.77586120000001,69.25582611429948,37.5131569818998,40.04683092222504,2.8072742625522835,0.010445747399547166,0.010729136064846165,0.010729136064846165,0.0035584420722036035,0.0023821207183243468,0.010445747399547166,0.01055714769068957,0.009380826336810312,3941.9425181561483,677.7073339362474,1457.1741289472714,3264.2351842199005,1.0129711454240984,0.0
