t_ss,Tmpg_out_ss,Tw_out_ss,pc_ss,hc_out_ss,hihx1_out_ss,hft_ss,hihx2_out_ss,he_out_ss,pft_ss,pbuff1_ss,pbuff2_ss,pe_ss,Tc_out_ss,Te_out_ss,mc_in_dot_ss,mc_out_dot_ss,mft_in_dot_ss,mft_out_dot_ss,mbuff1_in_dot_ss,mbuff1_out_dot_ss,me_in_dot_ss,me_out_dot_ss,Pheat_out_ss,Pgc_ss,Pevap_ss,Prec_total_ss,COP_ss,SH_ss
969,4.509378967981172,32.81439835871457,69.74136500254177,369181.63127114973,324002.9415608767,392672.2415380245,429618.68078510545,370474.9532731509,46.93741017183821,48.89798965,65.63560495408902,37.558227875324214,28.52009268222878,2.853412010067166,0.01302216362464273,0.01578153799001457,0.01578153799001457,-0.004583913111727398,-0.001567980987939829,0.01302216362464273,0.008387042758487265,0.011402974882274835,4601.958668253496,1182.2005386999022,1285.3268109076266,3419.7581295535942,1.1825771994147696,0.0
970,4.5022293721317395,32.88372263546205,69.6371412300542,369143.8624807112,323916.7989861394,393242.3686037333,430854.2584612812,369993.19116599177,50.032708694269964,48.89798965,65.66624635031127,37.483909224553656,28.454537329617153,2.777130880944776,0.013932274123954458,0.011153740691600501,0.011153740691600501,0.0315238565126498,0.026601747312817746,0.013932274123954458,0.01600825094056406,0.011086141740731999,4572.328817871965,1113.5957004184088,1292.7340424434933,3458.7331174535548,1.174963140269695,0.0
971,4.496599676090625,32.80090256523723,69.70236439484817,369157.0683468615,323688.3368278363,392789.70696619636,429488.3285246009,370096.581430267,48.01859960994714,48.89798965,65.64625600271366,37.53512657236459,28.49556201928233,2.8297046982120073,0.013022444281279405,0.01578069845257271,0.01578069845257271,-0.004582148516000188,-0.0016231689529597922,0.013022444281279405,0.008388415587496837,0.011347395150537232,4588.923006853675,1184.039333589172,1298.5666045814494,3404.8836732645045,1.1792273918519458,0.0
972,4.492230395698732,32.82535011587127,69.63909836988823,369277.7928935602,323468.6541596814,393164.3098849776,430142.46805056575,369751.1959201782,50.04252451902708,48.89798965,65.66170758931341,37.487821109092465,28.455771866723317,2.7811397956635915,0.013921826873430718,0.011155384173043648,0.011155384173043648,0.03150721813711785,0.02645515317843502,0.013921826873430718,0.016004814792011497,0.010952749833328668,4612.53703093128,1183.247544318435,1303.0933319922642,3429.2894866128454,1.1852955485812202,0.0
973,4.486806884895668,32.8717865451499,69.74495196338253,369371.3155492007,323476.1073114872,392390.0560717974,430815.81499880354,369960.5070798466,47.01944567417671,48.89798965,65.6350592583794,37.559417609942585,28.52233871538913,2.854617469181824,0.013021399703606818,0.015775755038464408,0.015775755038464408,-0.004602036745899783,-0.0014395354120139304,0.013021399703606818,0.008373279988245,0.011535781322130853,4596.031080709911,1170.183669961088,1308.7122790071164,3425.847410748824,1.1810539719410127,0.0
974,4.476954818500237,32.93687682816286,69.64539913462552,369330.2646896394,323467.04835712357,393645.5416723423,431019.0136731369,369294.19786800415,49.99037695922882,48.89798965,65.6637921259198,37.4719032809247,28.459757405072946,2.7648214755844833,0.013917134864751208,0.01115532462231575,0.01115532462231575,0.031507192226265864,0.026855961424542326,0.013917134864751208,0.016006312824736416,0.011355082023012872,4658.073844523383,1171.1143035208042,1422.5228646151309,3486.959541002577,1.1969972611279904,0.0
975,4.4652583093056535,32.80748442026613,69.73554636907198,369322.2445683709,323033.1578738098,392865.4925533978,429116.4242059347,369468.5189732449,47.30667216536029,48.89798965,65.64528398791693,37.52775937496211,28.516430728169116,2.822152446881072,0.013029737984102027,0.015776361625996712,0.015776361625996712,-0.00456776054298967,-0.0016703101556614364,0.013029737984102027,0.008406013543135167,0.0113034639304634,4595.280456949781,1190.162245540918,1538.2443575185055,3405.118211408863,1.1808610822155587,0.0
976,4.453570932055629,32.8314738688297,69.64207225109003,369263.26775398746,323193.9644114981,393118.96358079073,430338.2783880339,369174.9330304068,50.09512944538023,48.89798965,65.66533389659386,37.46804354833093,28.45764374664867,2.7608211977928705,0.013918615666160792,0.011168322452647443,0.011168322452647443,0.03146935131326695,0.026378942901512614,0.013918615666160792,0.016003645619423013,0.010913237207668687,4618.4519977093405,1189.0672444068382,1239.5423894077226,3429.3847533025023,1.1868155328642789,0.0
977,4.445712394787431,32.89532623247701,69.70532383962839,369198.0380499382,323162.7841299572,392386.1871874552,431833.1234901484,369323.1401118838,48.09284303994537,48.89798965,65.64695549381291,37.51224775009341,28.49740743366512,2.806187090216904,0.013020845545087966,0.015778924122486267,0.015778924122486267,-0.0045776601576418205,-0.0013298336070757012,0.013020845545087966,0.008394436120277524,0.011642262670843643,4618.468642715681,1175.6948020894158,1247.684109066381,3442.773840626265,1.1868198101745289,0.0
978,4.443294952144219,32.850673499851005,69.65006353609604,369225.9471545441,322953.8147509359,392440.52216994524,430280.1543218616,368972.9160494922,49.878518280487185,48.89798965,65.66167726474116,37.45565460705135,28.462654303776493,2.748081764368544,0.013911801729522949,0.011164996376505181,0.011164996376505181,0.03149923090759342,0.026503191540826577,0.013911801729522949,0.01601527711015898,0.011019237743392135,4636.99702727098,1191.0301475943734,1353.7921642552635,3445.966879676607,1.1915810969866507,0.0
979,4.443164209545965,32.889175997094185,69.71743091550063,369168.28792182443,322914.6825068696,393128.797355415,430884.5713996379,369140.2429781411,47.72211600142612,48.89798965,65.64784476545037,37.51086016924557,28.505046192707,2.804796863647681,0.013013493171731881,0.015785304521353807,0.015785304521353807,-0.004584550119548989,-0.001497424082790735,0.013013493171731881,0.008398153368176953,0.01148527940493521,4612.606360611659,1177.3021908508335,1353.9276181630466,3435.3041697608246,1.1853133644081686,0.0
980,4.441564337427121,32.88765716135784,69.62360899605481,369126.85385002906,322817.4226731946,393143.03096840135,429396.173046475,368712.2341037262,50.513507846717694,48.89798965,65.6786160389995,37.44345417549741,28.446031407827604,2.735551304605326,0.013931444268741034,0.011169295614138415,0.011169295614138415,0.03148247774335438,0.026320879807485008,0.013931444268741034,0.016012619479475625,0.010851021543606253,4611.158636581289,1176.8262473405125,1251.981641673669,3434.332389240776,1.184941339026635,0.0
