pe;he_0;he_1;he_2;he_3;he_4;he_5;he_6;he_7;he_8;he_9;Te_wall_0;Te_wall_1;Te_wall_2;Te_wall_3;Te_wall_4;Te_wall_5;Te_wall_6;Te_wall_7;Te_wall_8;Te_wall_9;pc;hc_0;hc_1;hc_2;hc_3;hc_4;hc_5;hc_6;hc_7;hc_8;hc_9;Tc_wall_0;Tc_wall_1;Tc_wall_2;Tc_wall_3;Tc_wall_4;Tc_wall_5;Tc_wall_6;Tc_wall_7;Tc_wall_8;Tc_wall_9;pihx1;hihx1;Tihx_wall;pihx2;hihx2;pbuff1;hbuff1;Tbuff1_wall;pft;hft
3212124.1189907435;248757.02130711533;273185.75791044004;296880.06528585264;330278.6247156214;358156.90005233977;385206.12006717955;412037.02985239885;431700.25586601737;436521.1678767223;438731.306172827;271.49912799630425;272.5068085327707;272.76905108913627;272.1667672687159;272.8842706870045;273.21541761893485;273.4738529257957;274.4438891706131;275.63722045540186;275.93167314433964;5891785.4426235;443778.6189604066;434585.2595238658;431576.53037404217;430582.7889207079;430258.911647486;430158.508124049;430132.65398848115;430131.65747992956;430139.0064152123;430149.17567288614;305.01132992620035;303.68934185386564;303.2716393100779;303.13754070218687;303.0962151539598;303.0856418206024;303.0853067242865;303.08840614023603;303.0926722426295;303.0970622854566;5902117.244779659;413972.48620456323;296.29452773996087;3215819.7012090725;466941.0847894882;3900000.0;480907.7328783576;304.6562944963942;4805488.01242271;399818.00588605244
