current_time;Tw_in;Tw_out;Tw_out_sp;Theater_opt;Theater1;Theater2;omegab_opt;pc_reduced;pc;pc_opt;Hpev;Hpev_opt;SH;SH_sp;Lpev;Lpev_opt;COP;Pgc;Prec;Pcomb;omega1;omega2;omega3;k_step;T_outdoor
22;303.5916429927407;308.0870017952296;311.4546705472243;883.4;800.0388720210841;801.736325757503;9500;69.29920519822406;69.29920519822406;76.27921519932883;28.0;27;4.9807687782250465;3;50;50;0.43189000560291974;791.5972955893824;3536.444252270909;10021.166250000002;184.0;100;136.0;0;6
23;303.61439342034515;308.1335943587108;311.4546705472243;883.4;801.2199125683082;802.9954228999852;9500;69.74140860562218;69.74140860562218;76.3126583279074;27.0;26;5.404191789504478;3;50;50;0.43418063036722054;803.8728742108633;3547.1234052288537;10021.166250000002;184.0;100;136.0;0;6
24;303.6369163436736;308.1798688606322;311.4546705472243;883.4;802.398409281596;804.2516899834593;9500;70.16115414698746;70.16115414698746;76.34576702520022;26.0;25;5.706470026899979;3;50;50;0.43646255487253505;817.3193397663032;3556.5444845111188;10021.166250000002;184.0;100;136.0;0;6
25;303.6592140377688;308.23037853245347;311.4546705472243;883.4;803.5743676400909;805.5051333690182;9500;70.60512426507603;70.60512426507603;76.37854463552014;25.0;24;5.946346898646982;3;50;50;0.43917301064559233;834.2462920445766;3566.7794601479245;10021.166250000002;184.0;100;136.0;0;6
26;303.681288754923;308.28045819432464;311.4546705472243;883.4;804.7477931111357;806.7557594034571;9500;71.0277940343519;71.0277940343519;76.41099446973685;24.0;23;6.12575204772678;3;50;50;0.44186357579559143;852.5545217189805;3575.4338311481188;10021.166250000002;184.0;100;136.0;0;6
27;303.70314272490566;308.33376005971905;311.4546705472243;883.4;805.9186911502966;808.0035744193057;9500;71.46273893967602;71.46273893967602;76.44311980561136;23.0;22;6.247195860103375;3;50;50;0.44488492121479667;873.1960691687866;3585.0696884428444;10021.166250000002;184.0;100;136.0;0;6
28;303.7247781551885;308.3888144385526;311.4546705472243;883.4;807.0870672013892;809.24858473486;9500;71.89308089459227;71.89308089459227;76.47492388812715;22.0;21;6.345389909917628;3;50;50;0.44809563486657683;895.3649688663481;3595.075884030915;10021.166250000002;184.0;100;136.0;0;6
29;303.74619723116854;308.44630924427355;311.4546705472243;883.4;808.2529266965039;810.4907966542143;9500;72.33805310308753;72.33805310308753;76.50640992981778;21.0;20;6.448097133831562;3;50;50;0.4515615978307156;919.6460716801023;3605.527772297139;10021.166250000002;184.0;100;136.0;0;6
30;303.7674021163888;308.50524455503665;311.4546705472243;883.4;809.4162750560306;811.7302164672935;9500;72.75863668744175;72.75863668744175;76.53758111109154;20.0;19;6.545710015139241;3;50;50;0.45518653510826435;945.6654614083503;3615.834481673029;10021.166250000002;184.0;100;136.0;0;6
31;303.7883949527568;308.5662999990145;311.4546705472243;883.4;810.5771176886846;812.9668504498848;9500;73.14544483483363;73.14544483483363;76.5684405805525;19.0;18;6.631129752383652;3;50;50;0.4590355359523155;973.6652383526483;3626.4061820833585;10021.166250000002;184.0;100;136.0;0;6
32;303.8091778607611;308.62488691032496;311.4546705472243;883.4;811.7354599915312;814.200704863669;9500;73.883065537288;73.883065537288;76.59899145531887;18.0;17;6.700276981821082;3;50;50;0.462667542187427;998.0259256726076;3638.442433066489;10021.166250000002;184.0;100;136.0;0;6
33;303.8297529396854;308.67124586749094;311.4546705472243;883.4;812.8913073500112;815.431785956253;9500;74.84903207234147;74.84903207234147;76.6292368213376;17.0;16;6.75763573749154;3;50;50;0.46514471916206185;1000.5825481291308;3660.7100129034525;10021.166250000002;184.0;100;136.0;0;6
34;303.8501222678205;308.7147648362878;311.4546705472243;883.4;814.0446651379656;816.6600999612007;9500;75.26188522701423;75.26188522701423;76.65917973369616;16.0;15;6.797858249617457;3;50;50;0.4673688126937291;987.253643014732;3696.326929054239;10021.166250000002;184.0;100;136.0;0;6
35;303.8702879026742;308.67352172562704;311.4546705472243;883.4;815.1955387176607;817.885653098065;9500;75.5402206320127;75.5402206320127;76.6888232169311;15.0;14;6.8118400692434875;3;50;50;0.4614689892069725;976.8978886877907;3647.5595713747375;10021.166250000002;184.0;100;136.0;0;6
36;303.8902518811794;308.72280459968124;311.4546705472243;883.4;816.3439334398132;819.1084515724192;9500;75.97384942342282;75.97384942342282;76.71817026533373;14.0;14;6.814060190529972;3;50;50;0.46428579171802403;975.0038549163189;3677.6812514028743;10021.166250000002;184.0;100;136.0;0;6
37;303.9100162198995;308.7453406671802;311.4546705472243;883.4;817.4898546436148;820.3285015758884;9500;76.42813701685246;76.42813701685246;76.74722384325229;14.0;14;6.799162515030491;3;50;50;0.4645520845792662;981.6860399454303;3673.6676314074584;10021.166250000002;184.0;100;136.0;0;6
38;303.9295829152324;308.7496929729515;311.4546705472243;883.4;818.6333076567571;821.5458092861808;9500;76.80076075136203;76.80076075136203;76.77598688539166;14.0;14;6.774524928511516;3;50;50;0.46309036748799387;991.6257412241927;3649.07982014659;10021.166250000002;184.0;100;136.0;0;6
39;303.94895394361197;308.84472242437005;311.4546705472243;883.4;819.7742977954566;822.7603808671191;9500;77.24678537175706;77.24678537175706;76.80446229710964;14.0;14;6.7463959931909585;3;50;50;0.4703592236985653;1005.9147544643049;3707.633223439959;10021.166250000002;184.0;100;136.0;0;6
40;303.96813126170775;308.91538253094353;311.4546705472243;883.4;820.9128303644793;823.9722224686716;9500;77.77447182790496;77.77447182790496;76.83265295471043;14.0;15;6.697824319733987;3;50;50;0.475305414376779;1030.6112211191598;3732.5033558756836;10021.166250000002;184.0;100;136.0;0;6
41;303.98711680662257;308.9227331400255;311.4546705472243;883.4;822.048910657165;825.1813402269834;9500;78.05832555366202;78.05832555366202;76.86056170573521;15.0;16;6.656781529600551;3;50;50;0.4741875920353739;1051.8952926709298;3700.017400802729;10021.166250000002;184.0;100;136.0;0;6
42;304.00591249608823;309.0142589614418;311.4546705472243;883.4;823.1825439554526;826.3877402644074;9500;78.48839659317547;78.48839659317547;76.88819136924974;16.0;17;6.624051128332075;3;50;50;0.48117511371623783;1079.258631447788;3742.6771784652883;10021.166250000002;184.0;100;136.0;0;6
43;304.02452022865924;309.04830919021487;311.4546705472243;883.4;824.3137355299039;827.5914286895355;9500;78.82576604434878;78.82576604434878;76.91554473612912;17.0;18;6.58645126021446;3;50;50;0.4826587460722487;1107.1099950106673;3729.693541395872;10021.166250000002;184.0;100;136.0;0;6
44;304.0429418839046;309.06955936768304;311.4546705472243;883.4;825.4424906397286;828.7924115972293;9500;79.10073540870101;79.10073540870101;76.94262456933976;18.0;19;6.5568491148670205;3;50;50;0.48293049534352034;1132.4038043370872;3707.122976695181;10021.166250000002;184.0;100;136.0;0;6
45;304.0611793225974;309.14282915953873;311.4546705472243;883.4;826.5688145328087;829.9906950686508;9500;79.4271438825617;79.4271438825617;76.96943360421824;19.0;20;6.517608183972311;3;50;50;0.4882177091923179;1162.5206793753837;3729.990150634989;10021.166250000002;184.0;100;136.0;0;6
