Tw_in [°C];mw_dot [kg/s];Hpev;omegab [rpm];pc [bar];Tw_out [°C];Theater1 [°C];Theater2 [°C];Pheat_out [W]
30;0.275;50;1950;69.34750224;33.26498215;528.4628747;511.1860124;3736.313465
30;0.275;50;1950;69.358807;33.26953866;528.18455;510.9582441;3724.546812
30;0.275;50;1950;69.34099535;33.26165854;527.9065252;510.7307318;3723.671424
30;0.275;50;1950;69.34688168;33.26557217;527.6288;510.5034754;3714.317269
30;0.275;50;1950;69.33080453;33.25890007;527.3513741;510.2764745;3712.839006
30;0.275;50;1950;69.31931192;33.26095374;527.074247;510.0497289;3711.866054
30;0.275;50;1950;69.31962564;33.25646143;526.7974186;509.8232383;3702.549834
30;0.275;50;1950;69.30434225;33.25761402;526.5208885;509.5970023;3703.182281
30;0.275;50;1950;69.30183316;33.25426533;526.2446564;509.3710208;3695.805051
30;0.275;50;1950;69.28360092;33.254023;525.9687219;509.1452933;3697.712204
30;0.275;50;1950;69.28525624;33.2515369;525.6930847;508.9198197;3688.527855
30;0.275;50;1950;69.26615769;33.25066358;525.4177445;508.6945996;3690.630725
30;0.275;50;1950;69.26400371;33.2485778;525.142701;508.4696328;3683.649689
30;0.275;50;1950;69.24443504;33.24704161;524.8679539;508.2449189;3685.965961
30;0.275;50;1950;69.22941096;33.24487112;524.5935029;508.0204577;3685.755504
30;0.275;50;1950;69.22336622;33.24332154;524.3193475;507.796249;3681.022334
30;0.275;50;1950;69.20881658;33.24122482;524.0454876;507.5722923;3680.633575
30;0.275;50;1950;69.2016826;33.23947324;523.7719227;507.3485875;3676.468505
30;0.275;50;1950;69.18847116;33.23741759;523.4986527;507.1251342;3675.419357
30;0.275;50;1950;69.18014118;33.23555104;523.2256771;506.9019322;3671.877221
30;0.275;50;1950;69.16805823;33.23352538;522.9529956;506.6789812;3670.264318
30;0.275;50;1950;69.15886391;33.23160442;522.680608;506.4562809;3667.176078
30;0.275;50;1950;69.14753313;33.22960678;522.4085138;506.233831;3665.189392
30;0.275;50;1950;69.13780558;33.22766991;522.1367129;506.0116312;3662.385719
30;0.275;100;1950;68.92038706;33.22452148;521.8652048;505.7896814;3666.930062
30;0.275;100;1950;68.50921124;33.21895171;521.5939892;505.567981;3643.971585
30;0.275;100;1950;68.09787578;33.20776844;521.323066;505.34653;3644.957092
30;0.275;100;1950;67.70696704;33.19234333;521.0524346;505.125328;3653.932461
30;0.275;100;1950;67.33857434;33.17394449;520.7820949;504.9043747;3665.837586
30;0.275;100;1950;66.9967185;33.15344296;520.5120464;504.6836699;3676.752882
30;0.275;100;1950;66.68035631;33.1317599;520.242289;504.4632133;3685.763799
30;0.275;100;1950;66.38827252;33.10976701;519.9728222;504.2430046;3692.509142
30;0.275;100;1950;66.11823871;33.08831689;519.7036457;504.0230435;3697.305515
30;0.275;100;1950;65.86825321;33.06818139;519.4347593;503.8033297;3700.504215
30;0.275;100;1950;65.63632274;33.05000676;519.1661627;503.583863;3702.521479
30;0.275;100;1950;65.42077305;33.03428052;518.8978555;503.364643;3703.673661
30;0.275;100;1950;65.22010607;33.02131904;518.6298373;503.1456696;3704.22683
30;0.275;100;1950;65.03305607;33.01127332;518.362108;502.9269424;3704.365879
30;0.275;100;1950;64.85850566;33.0041483;518.0946671;502.7084612;3704.23122
30;0.275;100;1950;64.6954858;32.99982961;517.8275145;502.4902257;3703.917679
30;0.275;100;1950;64.54313312;32.9981135;517.5606497;502.2722355;3703.494145
30;0.275;100;1950;64.40068217;32.99873554;517.2940724;502.0544905;3703.006108
30;0.275;100;1950;64.26744382;33.00139653;517.0277824;501.8369903;3702.485041
30;0.275;100;1950;64.14279814;33.00578381;516.7617793;501.6197347;3701.950232
30;0.275;100;1950;64.02617058;33.01158759;516.4960629;501.4027234;3701.427683
30;0.275;100;1950;63.91674712;33.01851443;516.2306328;501.1859561;3701.121277
30;0.275;100;1950;63.81492645;33.02628749;515.9654886;500.9694325;3700.527646
30;0.275;100;1950;63.71966801;33.03467772;515.7006302;500.7531525;3700.044174
30;0.275;100;1950;63.63085087;33.04346496;515.4360572;500.5371156;3699.510076
30;0.275;100;1950;63.54780532;33.05247621;515.1717692;500.3213217;3699.097837
30;0.275;100;1950;63.47066968;33.06155007;514.9077661;500.1057704;3698.520714
30;0.275;100;1950;63.39833136;33.07058043;514.6440474;499.8904615;3698.248662
30;0.275;100;1950;63.33199038;33.07943772;514.3806128;499.6753948;3697.371695
30;0.275;100;1950;63.26823525;33.08810631;514.1174621;499.4605698;3697.802105
30;0.275;100;1950;63.21427675;33.09639896;513.854595;499.2459864;3694.894063
30;0.275;100;1950;63.15207869;33.10461838;513.5920111;499.0316444;3699.76881
30;0.275;100;1950;63.14084767;33.11217757;513.3297102;498.8175433;3673.741003
30;0.275;100;1950;63.08945513;33.1213205;513.0676919;498.603683;3675.20163
30;0.275;100;1950;63.06538994;33.12879437;512.8059559;498.3900632;3661.704815
30;0.275;100;1950;63.02537008;33.13602965;512.544502;498.1766835;3661.039019
30;0.275;100;1950;62.9908246;33.14290994;512.2833298;497.9635439;3659.489152
30;0.275;100;1950;62.95690705;33.14924775;512.022439;497.7506439;3659.61688
30;0.275;100;1950;62.92689576;33.15507508;511.7618293;497.5379833;3658.99699
30;0.275;100;1950;62.89875451;33.16041957;511.5015004;497.3255618;3658.87093
30;0.275;100;1950;62.87350262;33.16531788;511.241452;497.1133792;3658.439528
30;0.275;100;1950;62.85029445;33.1697952;510.9816839;496.9014352;3658.183641
30;0.275;100;9500;62.82094171;34.14467851;510.7221957;496.6897295;4782.086539
30;0.275;100;9500;62.70535737;34.14977431;511.3123654;497.2915879;4881.819708
30;0.275;100;9500;62.6793523;34.15397244;511.9018991;497.8927696;4922.858586
30;0.275;100;9500;62.71852405;34.15977909;512.4907977;498.4932752;4917.198289
30;0.275;100;9500;62.73080951;34.1662823;513.0790617;499.0931056;4932.938109
30;0.275;100;9500;62.76273526;34.17373537;513.6666918;499.6922615;4936.087222
30;0.275;100;9500;62.78745478;34.1816574;514.2536887;500.2907436;4946.046171
30;0.275;100;9500;62.81937006;34.19009389;514.8400531;500.8885528;4952.076396
30;0.275;100;9500;62.90298047;34.20070609;515.4257857;501.4856898;4921.650723
30;0.275;100;9500;62.91197609;34.21038529;516.0108872;502.0821552;4946.05059
30;0.275;100;9500;62.95040741;34.22052113;516.5953582;502.67795;4950.483556
30;0.275;100;9500;62.96037017;34.22949866;517.1791994;503.2730748;4976.14493
30;0.275;100;9500;63.00412657;34.23875955;517.7624115;503.8675304;4977.536089
30;0.275;100;9500;63.031667;34.24768128;518.3449952;504.4613176;4991.332016
30;0.275;100;9500;63.07285223;34.25668176;518.9269512;505.0544371;4995.835671
30;0.275;100;9500;63.10762707;34.2654451;519.50828;505.6468896;5005.753542
30;0.275;100;9500;63.14818342;34.27410401;520.0889825;506.2386759;5012.142245
30;0.275;100;9500;63.18659863;34.28254254;520.6690592;506.8297968;5020.720847
30;0.275;100;9500;63.22757902;34.2908211;521.2485109;507.4202529;5027.946036
30;0.275;100;9500;63.26797486;34.29890941;521.8273382;508.0100451;5036.02735
30;0.275;100;9500;63.30955681;34.30683996;522.4055419;508.5991741;5043.580078
30;0.275;100;9500;63.35108381;34.31461016;522.9831224;509.1876407;5051.441783
30;0.275;100;9500;63.39320244;34.32223845;523.5600807;509.7754455;5059.077858
30;0.275;100;9500;63.43542181;34.32972969;524.1364172;510.3625893;5066.79968
30;0.275;100;9500;63.47795789;34.33709547;524.7121327;510.949073;5074.406817
30;0.275;100;9500;63.52060505;34.34434216;525.2872279;511.5348971;5082.014676
30;0.275;100;9500;63.56341587;34.35147813;525.8617034;512.1200625;5089.55247
30;0.275;100;9500;63.6062907;34.35850963;526.4355599;512.7045699;5097.064557
30;0.275;100;9500;63.6492228;34.36544329;527.008798;513.28842;5104.52895
30;0.275;100;9500;63.69215263;34.37228476;527.5814185;513.8716136;5111.964504
30;0.275;100;9500;63.73505435;34.3790395;528.1534219;514.4541514;5119.366728
30;0.275;100;9500;63.7778851;34.38571235;528.724809;515.0360341;5126.745184
30;0.275;100;9500;63.82061476;34.39230777;529.2955804;515.6172626;5134.101303
30;0.275;100;9500;63.86320845;34.39882974;529.8657368;516.1978374;5141.441312
30;0.275;100;9500;63.90563624;34.4052818;530.4352788;516.7777594;5148.768954
30;0.275;100;9500;63.94786616;34.41166701;531.0042072;517.3570293;5156.090601
30;0.275;100;9500;63.98986449;34.41798779;531.5725225;517.9356479;5163.414986
30;0.275;100;9500;64.03169874;34.42424897;532.1402254;518.5136158;5170.675467
30;0.275;100;9500;64.10169716;34.43136639;532.7073166;519.0909337;5156.631843
30;0.275;100;9500;64.1239348;34.43789515;533.2737968;519.6676025;5178.296828
30;0.275;100;9500;64.16969172;34.44427281;533.8396665;520.2436229;5182.315443
30;0.275;100;9500;64.20286177;34.45029379;534.4049265;520.8189955;5195.316863
30;0.275;100;9500;64.24609832;34.45629968;534.9695775;521.3937211;5200.473655
30;0.275;100;9500;64.28337954;34.46218833;535.53362;521.9678005;5209.844652
30;0.275;100;9500;64.32420432;34.4680452;536.0970547;522.5412343;5216.382647
30;0.275;100;9500;64.36262922;34.47382392;536.6598823;523.1140234;5224.548061
30;0.275;100;9500;64.40219909;34.47955779;537.2221035;523.6861683;5231.679273
30;0.275;100;9500;64.44076878;34.48523905;537.7837188;524.2576698;5239.360927
30;0.275;100;9500;64.47955869;34.49088643;538.344729;524.8285288;5246.652957
30;0.275;100;9500;64.51781774;34.49650347;538.9051347;525.3987458;5254.09481
30;0.275;100;9500;64.5559341;34.50209992;539.4649365;525.9683216;5261.376094
30;0.275;100;9500;64.5936529;34.50767899;540.0241352;526.5372569;5268.673773
30;0.275;100;9500;64.63108593;34.51324431;540.5827313;527.1055525;5275.893787
30;0.275;100;9500;64.6681477;34.5187966;541.1407255;527.673209;5283.093431
30;0.275;100;9500;64.70486516;34.52433607;541.6981184;528.2402273;5290.247779
30;0.275;100;9500;64.7412088;34.52986175;542.2549107;528.8066079;5297.375893
30;0.275;100;9500;64.77718244;34.53537239;542.8111031;529.3723516;5304.472824
30;0.275;100;9500;64.81277526;34.54086645;543.3666961;529.9374592;5311.545376
30;0.223334979;100;9500;64.85700072;35.51830498;543.9216905;530.5019314;5437.781051
30;0.223334979;100;9500;64.90213203;35.55626244;544.4760869;531.0657688;5443.02706
30;0.223334979;100;9500;64.94391081;35.5936378;545.0298859;531.6289721;5450.552426
30;0.223334979;100;9500;64.98125092;35.62618503;545.5830881;532.1915422;5460.074759
30;0.223334979;100;9500;65.01813737;35.65399486;546.1356943;532.7534797;5468.502635
30;0.223334979;100;9500;65.05332432;35.6778173;546.687705;533.3147852;5476.926584
30;0.223334979;100;9500;65.08768192;35.69846393;547.2391209;533.8754597;5484.888342
30;0.223334979;100;9500;65.12099336;35.71657836;547.7899427;534.4355036;5492.727448
30;0.223334979;100;9500;65.15355795;35.73267006;548.3401709;534.9949178;5500.362838
30;0.223334979;100;9500;65.18546023;35.74713035;548.8898062;535.5537029;5507.843639
30;0.223334979;100;9500;65.22359247;35.76051242;549.4388493;536.1118597;5509.985586
30;0.223334979;100;9500;65.27298481;35.77350359;549.9873008;536.6693889;5503.061636
30;0.223334979;100;9500;65.29330313;35.78516208;550.5351613;537.2262911;5517.990913
30;0.223334979;100;9500;65.31937119;35.79576367;551.0824315;537.7825671;5528.32424
30;0.223334979;100;9500;65.3438768;35.80544179;551.6291119;538.3382176;5539.331122
30;0.223334979;100;9500;65.37193284;35.81453329;552.1752034;538.8932433;5547.129891
30;0.223334979;100;9500;65.39895864;35.82313581;552.7207063;539.4476448;5555.324527
30;0.223334979;100;9500;65.42661401;35.83135057;553.2656215;540.001423;5562.74506
30;0.223334979;100;9500;65.45398998;35.83923168;553.8099496;540.5545784;5570.129258
30;0.223334979;100;9500;65.48140611;35.84683297;554.3536911;541.1071118;5577.258241
30;0.223334979;100;9500;65.50867179;35.85419764;554.8968467;541.659024;5584.281046
30;0.223334979;100;9500;65.53579884;35.8613648;555.439417;542.2103155;5591.184646
30;0.223334979;100;9500;65.56272659;35.86836772;555.9814027;542.7609871;5598.00787
30;0.223334979;100;9500;65.58943149;35.8752346;556.5228044;543.3110394;5604.762585
30;0.223334979;100;9500;65.61588941;35.88198861;557.0636228;543.8604733;5611.463641
30;0.223334979;100;9500;65.64208793;35.88864838;557.6038584;544.4092893;5618.119771
30;0.223334979;100;9500;65.66802011;35.89522864;558.1435118;544.9574882;5624.737778
30;0.223334979;100;9500;65.69368415;35.90174083;558.6825838;545.5050707;5631.322156
30;0.223334979;100;9500;65.71908139;35.90819381;559.2210749;546.0520374;5637.875993
30;0.223334979;100;9500;65.74421529;35.9145944;559.7589858;546.598389;5644.401322
30;0.223334979;100;9500;65.76909053;35.92094789;560.296317;547.1441263;5650.89949
30;0.223334979;100;9500;65.79371257;35.92725846;560.8330693;547.68925;5657.371402
30;0.223334979;100;9500;65.81808718;35.93352946;561.3692432;548.2337606;5663.8177
30;0.223334979;100;9500;65.84222036;35.93976366;561.9048394;548.777659;5670.238873
30;0.223334979;100;9500;65.86611812;35.94596344;562.4398584;549.3209458;5676.635337
30;0.223334979;100;9500;65.8897865;35.95213089;562.974301;549.8636216;5683.007475
30;0.223334979;100;9500;65.91323144;35.95826791;563.5081676;550.4056872;5689.355659
30;0.223334979;100;9500;65.93645886;35.96437623;564.0414591;550.9471433;5695.680269
30;0.223334979;100;9500;65.95947458;35.97045752;564.5741758;551.4879905;5701.98169
30;0.223334979;100;9500;65.98228433;35.97651332;565.1063186;552.0282296;5708.260316
30;0.223334979;100;9500;66.00489377;35.98254511;565.637888;552.5678612;5714.516546
30;0.223334979;100;9500;66.02730844;35.98855431;566.1688845;553.1068859;5720.750783
30;0.223334979;100;9500;66.04953382;35.99454226;566.699309;553.6453046;5726.963425
30;0.223334979;100;9500;66.07157528;36.00051024;567.2291618;554.1831178;5733.154865
30;0.223334979;100;9500;66.0934381;36.00645946;567.7584438;554.7203262;5739.32548
30;0.223334979;100;9500;66.1151275;36.01239108;568.2871554;555.2569306;5745.475627
30;0.223334979;100;9500;66.13664858;36.01830618;568.8152974;555.7929316;5751.605635
30;0.223334979;100;9500;66.1580064;36.0242058;569.3428702;556.3283298;5757.715797
30;0.223334979;100;9500;66.17920596;36.03009089;569.8698746;556.8631261;5763.806355
30;0.223334979;100;9500;66.20025218;36.03596239;570.3963111;557.3973209;5769.87749
30;0.223334979;100;9500;66.22114999;36.04182116;570.9221803;557.9309151;5775.929304
30;0.223334979;100;9500;66.24190429;36.04766803;571.4474829;558.4639092;5781.961791
30;0.223334979;100;9500;66.26252005;36.05350381;571.9722195;558.996304;5787.974805
30;0.223334979;100;9500;66.28300232;36.05932927;572.4963907;559.5281001;5793.968009
30;0.223334979;100;9500;66.30335636;36.06514519;573.0199971;560.0592983;5799.940794
30;0.223334979;100;9500;66.32358778;36.07095234;573.5430392;560.5898991;5805.892164
30;0.223334979;100;9500;66.34868809;36.07691998;574.0655178;561.1199033;5807.722265
30;0.223334979;100;9500;66.36772718;36.08295072;574.5874334;561.6493115;5814.202616
30;0.223334979;100;9500;66.3828429;36.08869021;575.1087866;562.1781244;5824.053313
30;0.223334979;100;9500;66.40268209;36.09436599;575.6295781;562.7063426;5830.018142
30;0.223334979;100;9500;66.42276737;36.10007115;576.1498083;563.2339669;5835.561036
30;0.223334979;100;9500;66.44270081;36.1058064;576.669478;563.7609979;5841.093881
30;0.223334979;100;9500;66.46254092;36.11156105;577.1885878;564.2874362;5846.600637
30;0.223334979;100;9500;66.48253417;36.11733851;577.7071382;564.8132826;5851.892797
30;0.223334979;100;9500;66.50359643;36.12318478;578.2251298;565.3385377;5856.2456
30;0.223334979;100;9500;66.61061483;36.13252397;578.7425633;565.8632021;5794.043427
30;0.223334979;100;9500;66.50894267;36.13716742;579.2594393;566.3872766;5893.642673
30;0.223334979;100;9500;66.53939394;36.14129487;579.7757583;566.9107617;5892.5903
30;0.223334979;100;9500;66.57164614;36.14626419;580.2915209;567.4336582;5887.445233
30;0.223334979;100;9500;66.59546554;36.15181517;580.8067279;567.9559668;5888.525438
30;0.223334979;100;9500;66.61365952;36.15746091;581.3213796;568.477688;5894.183224
30;0.223334979;100;9500;66.63078554;36.16303852;581.8354768;568.9988225;5900.773315
30;0.223334979;100;9500;66.64819117;36.16855667;582.3490201;569.519371;5907.106402
30;0.223334979;100;9500;66.66590547;36.17405418;582.86201;570.0393342;5913.119636
30;0.223334979;100;9500;66.68375436;36.17955634;583.3744471;570.5587127;5918.95821
30;0.223334979;100;9500;66.70162091;36.18507432;583.8863321;571.0775072;5924.735123
30;0.223334979;100;9500;66.71956356;36.19061452;584.3976655;571.5957183;5930.40616
30;0.223334979;100;9500;66.7374686;36.19617672;584.9084479;572.1133467;5936.060572
30;0.223334979;100;9500;66.75530197;36.20175753;585.4186799;572.630393;5941.730907
30;0.223334979;100;9500;66.77307172;36.20735353;585.9283622;573.1468579;5947.412555
30;0.223334979;100;9500;66.79079067;36.21296229;586.4374953;573.6627421;5953.095098
30;0.223334979;100;9500;66.80846595;36.21858195;586.9460797;574.1780462;5958.77227
30;0.223334979;100;9500;66.82609963;36.22421087;587.4541162;574.6927708;5964.441979
30;0.223334979;100;9500;66.84369157;36.22984745;587.9616052;575.2069166;5970.104207
30;0.223334979;100;9500;66.86124111;36.23549012;588.4685474;575.7204843;5975.759503
30;0.223334979;100;9500;66.87874779;36.2411374;588.9749433;576.2334745;5981.408335
30;0.223334979;100;9500;66.8962115;36.24678799;589.4807936;576.7458878;5987.050941
30;0.223334979;100;9500;66.91363238;36.25244075;589.9860988;577.2577249;5992.687358
30;0.223334979;100;9500;66.93101076;36.25809475;590.4908596;577.7689865;5998.317482
30;0.223334979;100;9500;66.94834707;36.26374923;590.9950764;578.2796732;6003.941108
30;0.223334979;100;9500;66.96564184;36.2694036;591.4987499;578.7897856;6009.557945
30;0.223334979;100;9500;66.98289569;36.27505743;592.0018808;579.2993245;6015.167612
30;0.223334979;100;9500;67.00010936;36.28071039;592.5044694;579.8082903;6020.769624
30;0.223334979;100;9500;67.01728371;36.28636228;593.0065166;580.3166839;6026.363364
30;0.223334979;100;9500;67.03441978;36.29201301;593.5080227;580.8245057;6031.948048
30;0.223334979;100;9500;67.05151887;36.29766257;594.0089885;581.3317566;6037.52266
30;0.223334979;100;9500;67.06858261;36.30331104;594.5094145;581.838437;6043.085879
30;0.223334979;100;9500;67.11184714;36.30993648;595.0093012;582.3445477;6026.729558
30;0.223334979;100;9500;67.11085326;36.31644154;595.5086493;582.8500893;6045.677459
30;0.223334979;100;9500;67.11499816;36.32171618;596.0074594;583.3550624;6062.636031
30;0.223334979;100;9500;67.13118645;36.32682529;596.5057319;583.8594676;6069.35379
30;0.223334979;100;1950;67.15034819;34.9259612;597.0034676;584.3633057;4758.570447
30;0.223334979;100;1950;67.36106447;34.93259886;596.6512886;584.0532512;4583.299644
30;0.223334979;100;1950;67.46071927;34.94151176;596.2994891;583.7435453;4484.689957
30;0.223334979;100;1950;67.42395535;34.9500985;595.9480686;583.4341877;4490.906484
30;0.223334979;100;1950;67.41095661;34.95613454;595.5970269;583.1251779;4480.589725
30;0.223334979;100;1950;67.37211665;34.96000164;595.2463633;582.8165156;4492.117223
30;0.223334979;100;1950;67.35456685;34.96220146;594.8960777;582.5082004;4487.272329
30;0.223334979;100;1950;67.32538134;34.96284984;594.5461694;582.2002319;4491.101632
30;0.223334979;100;1950;67.22436776;34.95961121;594.1966382;581.8926097;4552.512763
30;0.223334979;100;1950;67.09962156;34.95274212;593.8474837;581.5853334;4630.931552
30;0.223334979;100;1950;67.2596745;34.94975094;593.4987053;581.2784026;4490.737064
30;0.223334979;100;1950;67.28223536;34.94894216;593.1503028;580.971817;4447.473635
30;0.223334979;100;1950;67.22923629;34.94682421;592.8022757;580.6655761;4466.55653
30;0.223334979;100;1950;67.20951151;34.94339207;592.4546236;580.3596796;4461.990823
30;0.223334979;100;1950;67.1929827;34.93941781;592.1073461;580.054127;4454.229663
30;0.223334979;100;1950;67.16701581;34.93487269;591.7604428;579.7489181;4454.040844
30;0.223334979;100;1950;67.14928428;34.93009707;591.4139133;579.4440523;4447.609365
30;0.223334979;100;1950;67.12654415;34.92505417;591.0677571;579.1395294;4445.132767
30;0.223334979;100;1950;67.10786934;34.91991604;590.721974;578.8353488;4439.643702
30;0.223334979;100;1950;67.08666681;34.91465275;590.3765635;578.5315104;4436.238807
30;0.223334979;100;1950;67.06748423;34.90934878;590.0315252;578.2280136;4431.432018
30;0.223334979;100;1950;67.0463238;34.90397594;589.6868586;577.924858;4428.36945
30;0.223334979;100;1950;67.02546965;34.89853209;589.3425635;577.6220434;4425.355215
30;0.223334979;100;1950;67.0076897;34.89315168;588.9986393;577.3195692;4420.016714
30;0.223334979;100;1950;66.98806537;34.88782987;588.6550857;577.0174352;4416.232278
30;0.223334979;100;1950;66.96628389;34.88245969;588.3119023;576.7156409;4414.503709
30;0.223334979;100;1950;66.94924664;34.87718449;587.9690887;576.414186;4409.214505
30;0.223334979;100;1950;66.9324275;34.87209359;587.6266445;576.1130701;4403.71178
30;0.223334979;100;1950;66.90978042;34.86696735;587.2845692;575.8122927;4403.155932
30;0.223334979;100;1950;66.8915447;34.86186656;586.9428626;575.5118536;4399.498054
