Tw_in [°C];mw_dot [kg/s];Hpev;omegab [rpm];pc [bar];Tw_out [°C];Theater1 [°C];Theater2 [°C];Pheat_out [W]
30;0.223334979;100;9500;65.78229118;35.88462214;573.3346667;555.4204764;5501.416852
30;0.223334979;100;9500;65.74683182;35.88885645;573.8573698;555.9562935;5505.375424
30;0.223334979;100;9500;65.81930238;35.89574342;574.3795097;556.491508;5511.813918
30;0.223334979;100;9500;65.78048675;35.89992112;574.901087;557.0261207;5515.71957
30;0.223334979;100;9500;65.85707227;35.90676922;575.4221022;557.5601323;5522.121721
30;0.223334979;100;9500;65.81697533;35.91090788;575.942556;558.0935434;5525.990873
30;0.223334979;100;9500;65.89366804;35.91779832;576.4624491;558.6263546;5532.432605
30;0.223334979;100;9500;65.85046535;35.92189436;576.9817819;559.1585668;5536.261912
30;0.223334979;100;9500;65.93027097;35.9287367;577.5005551;559.6901805;5542.658678
30;0.223334979;100;9500;65.88488799;35.93280726;578.0187694;560.2211963;5546.464173
30;0.223334979;100;9500;65.96630553;35.93963143;578.5364253;560.7516151;5552.843952
30;0.223334979;100;9500;65.91841974;35.94369181;579.0535233;561.2814374;5556.63992
30;0.223334979;100;9500;66.00179995;35.95046162;579.5700642;561.810664;5562.96888
30;0.223334979;100;9500;65.95182197;35.95453667;580.0860485;562.3392954;5566.778567
30;0.223334979;100;9500;66.0368361;35.96123634;580.6014768;562.8673325;5573.041957
30;0.223334979;100;9500;66.02128527;35.96650681;581.1163497;563.3947757;5577.969213
30;0.223334979;100;9500;66.07302249;35.97382187;581.6306679;563.9216259;5584.807914
30;0.223334979;100;9500;66.02082922;35.97781231;582.1444318;564.4478836;5588.538496
30;0.223334979;100;9500;66.10690081;35.98396528;582.6576421;564.9735496;5594.290786
30;0.223334979;100;9500;66.05544771;35.98799266;583.1702995;565.4986244;5598.055905
30;0.223334979;100;9500;66.14191122;35.99439149;583.6824044;566.0231088;5604.038046
30;0.223334979;100;9500;66.08997737;35.9985734;584.1939576;566.5470035;5607.947636
30;0.223334979;100;9500;66.1768787;36.00501321;584.7049595;567.070309;5613.968086
30;0.223334979;100;9500;66.12732652;36.00936804;585.2154108;567.5930261;5618.03933
30;0.223334979;100;9500;66.23728954;36.01677415;585.7253121;568.1151555;5624.963155
30;0.223334979;100;9500;66.1533164;36.02045741;586.2346639;568.6366977;5628.406558
30;0.223334979;100;9500;66.23816811;36.02662624;586.743467;569.1576534;5634.173679
30;0.223334979;100;9500;66.20919748;36.0314935;587.2517217;569.6780233;5638.72398
30;0.223334979;100;9500;66.28521324;36.03809812;587.7594288;570.1978081;5644.898508
30;0.223334979;100;9500;66.22193848;36.04203802;588.2665889;570.7170084;5648.581849
30;0.223334979;100;9500;66.30730063;36.04819668;588.7732024;571.2356249;5654.339451
30;0.223334979;100;9500;66.2749636;36.05307043;589.2792701;571.7536582;5658.895827
30;0.223334979;100;9500;66.35293075;36.05972489;589.7847925;572.271109;5665.116954
30;0.223334979;100;9500;66.28934925;36.06378072;590.2897701;572.7879779;5668.908668
30;0.223334979;100;9500;66.37388508;36.06987524;590.7942036;573.3042656;5674.606316
30;0.223334979;100;9500;66.34859266;36.07499252;591.2980936;573.8199728;5679.39036
30;0.223334979;100;1950;66.42136015;34.69132947;591.8014407;574.3351001;4385.831141
30;0.223334979;100;1950;66.55136884;34.69476127;591.454867;574.036322;4389.039456
30;0.223334979;100;1950;66.37309864;34.69732901;591.1086667;573.7378799;4391.439989
30;0.223334979;100;1950;66.59160768;34.69986603;590.7628395;573.4397734;4393.8118
30;0.223334979;100;1950;66.41349897;34.7017567;590.417385;573.1420022;4395.579351
30;0.223334979;100;1950;66.62955058;34.70462604;590.0723027;572.8445657;4398.261836
30;0.223334979;100;1950;66.52375729;34.7071502;589.7275922;572.5474637;4400.621625
30;0.223334979;100;1950;66.52089566;34.70742317;589.3832531;572.2506958;4400.876823
30;0.223334979;100;1950;66.474107;34.70567813;589.0392851;571.9542617;4399.245412
30;0.223334979;100;1950;66.49159511;34.70470393;588.6956877;571.6581608;4398.334654
30;0.223334979;100;1950;66.45116892;34.70152386;588.3524606;571.3623929;4395.361673
30;0.223334979;100;1950;66.42611359;34.69811328;588.0096033;571.0669576;4392.17319
30;0.223334979;100;1950;66.46701061;34.6955521;587.6671154;570.7718545;4389.778791
30;0.223334979;100;1950;66.3392483;34.69038466;587.3249965;570.4770832;4384.947854
30;0.223334979;100;1950;66.43061465;34.68701279;586.9832464;570.1826434;4381.79556
30;0.223334979;100;1950;66.29841768;34.68159838;586.6418644;569.8885347;4376.73373
30;0.223334979;100;1950;66.19884554;34.67317185;586.3008503;569.5947567;4368.855935
30;0.223334979;100;1950;66.37359619;34.6685635;585.9602037;569.3013091;4364.54768
30;0.223334979;100;1950;66.23580367;34.6645443;585.6199241;569.0081914;4360.79021
30;0.223334979;100;1950;66.14860807;34.65686671;585.2800111;568.7154034;4353.61258
30;0.223334979;100;1950;66.31408875;34.65175056;584.9404645;568.4229445;4348.829598
30;0.223334979;100;1950;66.20994352;34.64726132;584.6012837;568.1308146;4344.632697
30;0.223334979;100;1950;66.09221087;34.64076316;584.2624684;567.8390131;4338.55769
30;0.223334979;100;1950;66.26602735;34.63647247;583.9240181;567.5475397;4334.546412
30;0.223334979;100;1950;66.15978814;34.63245209;583.5859326;567.2563941;4330.78784
30;0.223334979;100;1950;66.03907568;34.62619446;583.2482113;566.9655759;4324.937708
30;0.223334979;100;1950;66.22230543;34.62251149;582.910854;566.6750847;4321.494566
30;0.223334979;100;1950;66.11040984;34.61899598;582.5738601;566.3849202;4318.207992
30;0.223334979;100;1950;65.9937299;34.61314787;582.2372294;566.0950819;4312.740707
30;0.223334979;100;1950;66.16671565;34.60960465;581.9009614;565.8055696;4309.428222
30;0.223334979;100;1950;66.06663746;34.60651483;581.5650558;565.5163828;4306.539604
30;0.223334979;100;1950;66.11323685;34.6032435;581.2295121;565.2275212;4303.481305
30;0.223334979;100;1950;66.06669114;34.60075475;580.8943299;564.9389844;4301.154621
30;0.223334979;100;1950;66.07275718;34.59890652;580.559509;564.6507721;4299.426751
30;0.223334979;100;1950;66.07187512;34.59624341;580.2250488;564.3628838;4296.937058
30;0.223334979;100;1950;66.03468205;34.59291215;579.8909489;564.0753193;4293.822735
30;0.223334979;100;1950;66.05527202;34.59092908;579.5572091;563.7880781;4291.968799
30;0.223334979;100;1950;66.00231858;34.5874056;579.2238289;563.50116;4288.674768
30;0.223334979;100;1950;65.85712367;34.58321177;578.890808;563.2145644;4284.754038
30;0.223334979;100;1950;65.82629626;34.57365688;578.5581458;562.9282912;4275.82136
30;0.223334979;100;1950;66.02212491;34.57066342;578.2258422;562.6423398;4273.022838
30;0.223334979;100;1950;65.8978177;34.56825982;577.8938966;562.35671;4270.775754
30;0.223334979;100;1950;65.96923177;34.56565018;577.5623086;562.0714014;4268.33605
30;0.223334979;100;1950;65.8982545;34.56324772;577.231078;561.7864136;4266.090045
30;0.223334979;100;1950;65.66995007;34.55721667;576.9002043;561.5017462;4260.451735
30;0.223334979;100;1950;65.94368963;34.55235653;576.5696871;561.217399;4255.908079
30;0.223334979;100;1950;65.84789819;34.54988029;576.239526;560.9333715;4253.5931
30;0.223334979;100;1950;65.67532852;34.54425963;575.9097207;560.6496634;4248.338456
30;0.223334979;100;1950;65.87505874;34.54090856;575.5802708;560.3662743;4245.205607
30;0.223334979;100;1950;65.83898853;34.5394638;575.2511758;560.0832038;4243.854927
30;0.223334979;100;1950;65.84946445;34.53909016;574.9224355;559.8004517;4243.50562
30;0.223334979;100;1950;65.83931627;34.53753637;574.5940494;559.5180175;4242.05301
30;0.223334979;100;1950;65.82247781;34.53570048;574.2660171;559.2359009;4240.336673
30;0.223334979;100;1950;65.81556294;34.53387594;573.9383384;558.9541016;4238.630945
30;0.223334979;100;1950;65.79163243;34.53150521;573.6110126;558.6726191;4236.414597
30;0.223334979;100;1950;65.79914049;34.52975438;573.2840396;558.3914532;4234.777779
30;0.223334979;100;1950;65.75149068;34.52663454;572.9574189;558.1106034;4231.861107
30;0.223334979;100;1950;65.77525247;34.52518358;572.6311502;557.8300694;4230.50463
30;0.223334979;100;1950;65.73348382;34.5217967;572.305233;557.5498509;4227.338308
30;0.223334979;100;1950;65.7633746;34.52028259;571.979667;557.2699474;4225.922796
30;0.223334979;100;1950;65.71137392;34.51701716;571.6544518;556.9903588;4222.870009
30;0.223334979;100;1950;65.70455182;34.5147103;571.3295871;556.7110845;4220.713364
30;0.223334979;100;1950;65.7703639;34.51314996;571.0050724;556.4321242;4219.254633
30;0.223334979;100;1950;65.64164615;34.50879314;570.6809073;556.1534777;4215.181531
30;0.223334979;100;1950;65.67710701;34.50457218;570.3570916;555.8751444;4211.235439
30;0.223334979;100;1950;65.69807487;34.50246863;570.0336247;555.5971242;4209.26887
30;0.223334979;100;1950;65.62735931;34.49840792;569.7105065;555.3194165;4205.472599
30;0.223334979;100;1950;65.6528266;34.49674125;569.3877364;555.0420212;4203.91446
30;0.223334979;100;1950;65.65491503;34.49399807;569.065314;554.7649377;4201.349912
30;0.223334979;100;1950;65.61993022;34.49059708;568.7432391;554.4881659;4198.170391
30;0.223334979;100;1950;65.64596113;34.48872667;568.4215113;554.2117052;4196.421787
30;0.223334979;100;1950;65.58247737;34.48517091;568.1001301;553.9355555;4193.097573
30;0.223334979;100;1950;65.59127902;34.48232163;567.7790952;553.6597163;4190.433845
30;0.223334979;100;1950;65.61536963;34.48014054;567.4584063;553.3841872;4188.394783
30;0.223334979;100;1950;65.53896465;34.47576737;567.1380628;553.108968;4184.306389
30;0.223334979;100;1950;65.59937763;34.47489245;566.8180646;552.8340582;4183.488452
30;0.223334979;100;1950;65.52383331;34.47108191;566.4984112;552.5594576;4179.926047
30;0.223334979;100;1950;65.56073707;34.46845104;566.1791022;552.2851657;4177.4665
30;0.223334979;100;1950;65.52366163;34.464905;565.8601373;552.0111823;4174.151382
30;0.223334979;100;1950;65.5601065;34.46347581;565.541516;551.737507;4172.81526
30;0.223334979;100;1950;65.47807685;34.45973018;565.2232381;551.4641394;4169.31354
30;0.223334979;100;1950;65.51864854;34.45717892;564.9053031;551.1910792;4166.928414
30;0.223334979;100;1950;65.48198452;34.45370487;564.5877108;550.9183261;4163.680594
30;0.223334979;100;1950;65.51771427;34.45233161;564.2704606;550.6458797;4162.396766
30;0.223334979;100;1950;65.44038177;34.44871229;563.9535523;550.3737396;4159.013132
30;0.223334979;100;1950;65.49460587;34.44684491;563.6369855;550.1019055;4157.267357
30;0.223334979;100;1950;65.42741111;34.44334126;563.3207597;549.8303771;4153.991864
30;0.223334979;100;1950;65.49241631;34.44206339;563.0048747;549.5591541;4152.797206
30;0.223334979;100;1950;65.38238245;34.43794733;562.6893301;549.288236;4148.949182
30;0.223334979;100;1950;65.46079817;34.43544865;562.3741255;549.0176226;4146.61322
30;0.223334979;100;1950;65.37277417;34.4318446;562.0592606;548.7473135;4143.243861
30;0.223334979;100;1950;65.40995205;34.4292291;561.7447349;548.4773083;4140.798681
30;0.223334979;100;1950;65.40130169;34.4267707;561.4305481;548.2076067;4138.500379
30;0.223334979;100;1950;65.3926412;34.42443578;561.1166998;547.9382084;4136.317502
30;0.223334979;100;1950;65.37625693;34.4217629;560.8031898;547.6691131;4133.818686
30;0.223334979;100;1950;65.37486225;34.41939899;560.4900176;547.4003203;4131.608708
30;0.223334979;100;1950;65.34738941;34.4163437;560.1771828;547.1318298;4128.752382
30;0.223334979;100;1950;65.3660108;34.41448658;559.8646851;546.8636412;4127.01619
30;0.223334979;100;1950;65.30126748;34.41048092;559.5525241;546.5957541;4123.271378
30;0.223334979;100;1950;65.3610762;34.40946359;559.2406995;546.3281683;4122.320302
30;0.223334979;100;1950;65.27793913;34.40586099;558.9292109;546.0608834;4118.952305
30;0.223334979;100;1950;65.35433909;34.40457646;558.6180579;545.7938991;4117.751416
30;0.223334979;100;1950;65.24549512;34.40063692;558.3072402;545.527215;4114.06842
30;0.223334979;100;1950;65.33694139;34.39876599;557.9967574;545.2608307;4112.319321
30;0.223334979;100;1950;65.2231314;34.39493716;557.6866092;544.994746;4108.739829
30;0.223334979;100;1950;65.29189861;34.39255304;557.3767951;544.7289605;4106.510965
30;0.223334979;100;1950;65.22399062;34.38875158;557.0673149;544.4634739;4102.957056
30;0.223334979;100;1950;65.28966808;34.38822666;556.7581682;544.1982858;4102.466314
30;0.223334979;100;1950;65.19943289;34.38469819;556.4493545;543.9333959;4099.16762
30;0.223334979;100;1950;65.04116886;34.37246565;556.1408737;543.6688038;4087.731658
30;0.223334979;100;1950;65.24900491;34.37005064;555.8327252;543.4045093;4085.473908
30;0.223334979;100;1950;65.14403954;34.36838479;555.5249088;543.140512;4083.916538
30;0.223334979;100;1950;65.09850209;34.36319033;555.217424;542.8768115;4079.060344
30;0.223334979;100;1950;65.11822235;34.35961268;554.9102706;542.6134076;4075.715672
30;0.223334979;100;1950;65.12760452;34.35574312;554.6034481;542.3502999;4072.098098
30;0.223334979;100;1950;65.06924647;34.35152067;554.2969563;542.087488;4068.150607
30;0.223334979;100;1950;64.95079556;34.34858339;553.9907947;541.8249716;4065.404602
30;0.223334979;100;1950;65.05031193;34.34362841;553.684963;541.5627504;4060.772294
30;0.223334979;100;1950;65.02215436;34.34088594;553.3794608;541.3008241;4058.208412
30;0.223334979;100;1950;64.94504162;34.33615439;553.0742878;541.0391924;4053.784975
30;0.223334979;100;1950;64.91404215;34.33104109;552.7694437;540.7778548;4049.004661
30;0.223334979;100;1950;65.12136077;34.33016731;552.464928;540.5168111;4048.187777
30;0.223334979;100;1950;65.01305406;34.32961895;552.1607405;540.2560609;4047.675124
30;0.223334979;100;1950;65.03709056;34.3276361;551.8568807;539.995604;4045.821395
30;0.223334979;100;1950;64.9808707;34.32388475;551.5533484;539.7354399;4042.314339
30;0.223334979;100;1950;64.97835371;34.32233667;551.2501431;539.4755683;4040.867066
30;0.223334979;100;1950;64.88328867;34.31813503;550.9472645;539.215989;4036.939037
30;0.223334979;100;1950;64.84769192;34.31364011;550.6447123;538.9567016;4032.736828
30;0.223334979;100;1950;65.05362645;34.31313782;550.3424861;538.6977057;4032.26724
30;0.223334979;100;1950;64.9695583;34.31334731;550.0405855;538.4390011;4032.463096
30;0.223334979;100;1950;64.92547355;34.31006347;549.7390103;538.1805874;4029.393095
30;0.223334979;100;1950;64.80164028;34.30839655;549.43776;537.9224643;4027.834723
30;0.223334979;100;1950;64.91320005;34.30394475;549.1368343;537.6646314;4023.67282
30;0.223334979;100;1950;64.76938099;34.30181693;548.8362329;537.4070884;4021.683565
30;0.223334979;100;1950;65.02052069;34.30342558;548.5359553;537.1498351;4023.187466
30;0.223334979;100;1950;64.90626048;34.30280439;548.2360014;536.892871;4022.606727
30;0.223334979;100;1950;64.71292136;34.29866276;547.9363706;536.6361958;4018.7348
30;0.223334979;100;1950;64.76460325;34.28969863;547.6370627;536.3798093;4010.354405
30;0.223334979;100;1950;64.74934711;34.28579869;547.3380773;536.1237111;4006.70843
30;0.223334979;100;1950;64.9618797;34.2857522;547.0394141;535.8679009;4006.66497
30;0.223334979;100;1950;64.75442735;34.2863014;546.7410727;535.6123783;4007.178405
30;0.223334979;100;1950;64.82307784;34.28278602;546.4430528;535.3571431;4003.891947
30;0.223334979;100;1950;64.69366498;34.2809512;546.1453539;535.1021948;4002.176613
30;0.223334979;100;1950;64.81314825;34.27620255;545.8479759;534.8475333;3997.737187
30;0.223334979;100;1950;64.65608125;34.27408342;545.5509183;534.5931581;3995.756053
30;0.223334979;100;1950;64.67523437;34.27005431;545.2541808;534.3390689;3991.989317
30;0.223334979;100;1950;64.66777813;34.26571746;544.957763;534.0852655;3987.934882
30;0.223334979;100;1950;64.66130299;34.26181037;544.6616647;533.8317474;3984.282229
30;0.223334979;100;1950;64.7841815;34.26013531;544.3658853;533.5785145;3982.71624
30;0.223334979;100;1950;64.77361629;34.25979265;544.0704247;533.3255662;3982.395903
30;0.223334979;100;1950;64.73391105;34.25675102;543.7752825;533.0729025;3979.552339
30;0.223334979;100;1950;64.7602297;34.2560854;543.4804583;532.8205228;3978.930068
30;0.223334979;100;1950;64.71574037;34.25365178;543.1859517;532.5684269;3976.654916
30;0.223334979;100;1950;64.71582112;34.25294478;542.8917625;532.3166145;3975.993964
30;0.223334979;15;1950;64.86699032;34.25029265;542.5978903;532.0650853;3973.514537
30;0.223334979;15;1950;65.19610217;34.24861444;542.3043348;531.8138389;3971.945614
30;0.223334979;15;1950;65.53557959;34.25101867;542.0110956;531.562875;3974.193276
30;0.223334979;15;1950;65.82532577;34.255646;541.7181723;531.3121933;3978.519274
30;0.223334979;15;1950;66.27472002;34.26282979;541.4255647;531.0617936;3985.235265
30;0.223334979;15;1950;66.56037895;34.27116896;541.1332724;530.8116753;3993.031387
30;0.223334979;15;1950;67.02399057;34.28143499;540.841295;530.5618384;4002.628897
30;0.223334979;15;1950;67.35470508;34.29291277;540.5496322;530.3122823;4013.35924
30;0.223334979;15;1950;67.67753469;34.30478677;540.2582837;530.0630069;4024.460009
30;0.223334979;15;1950;68.08058233;34.31723403;539.9672492;529.8140118;4036.096712
30;0.223334979;15;1950;68.44286281;34.33082266;539.6765282;529.5652967;4048.800454
30;0.223334979;15;1950;68.7978759;34.3450317;539.3861205;529.3168612;4062.084202
30;0.223334979;15;1950;69.14569088;34.35971922;539.0960257;529.0687052;4075.815273
30;0.223334979;15;1950;69.49186992;34.37467491;538.8062435;528.8208281;4089.79705
30;0.223334979;15;1950;69.77402273;34.38756438;538.5167736;528.5732298;4101.84716
30;0.223334979;15;1950;70.15431319;34.4012573;538.2276155;528.3259099;4114.6484
30;0.223334979;15;1950;70.47868166;34.41760608;537.9387691;528.0788681;4129.932556
30;0.223334979;15;1950;70.74522201;34.4297541;537.6502339;527.8321042;4141.289501
30;0.223334979;15;1950;71.08946072;34.44196753;537.3620096;527.5856176;4152.707594
30;0.223334979;15;1950;71.35883531;34.45489879;537.0740958;527.3394083;4164.796772
30;0.223334979;15;1950;71.66628418;34.46566026;536.7864923;527.0934758;4174.857457
30;0.223334979;15;1950;71.93710901;34.47826885;536.4991987;526.8478199;4186.644976
30;0.223334979;15;1950;72.20803249;34.48776011;536.2122146;526.6024402;4195.518168
30;0.223334979;15;1950;72.47428683;34.50042328;535.9255398;526.3573364;4207.356712
30;0.223334979;15;1950;72.71238859;34.50821502;535.6391739;526.1125082;4214.641056
30;0.223334979;15;1950;72.96508646;34.52279076;535.3531166;525.8679554;4228.267634
30;0.223334979;15;1950;73.18789332;34.52456403;535.0673675;525.6236775;4229.925423
30;0.223334979;15;1950;73.44183348;34.54054473;534.7819263;525.3796743;4244.865462
30;0.223334979;15;1950;73.94705836;34.54255751;534.4967926;525.1359455;4246.747177
30;0.223334979;15;1950;74.57069401;34.5258999;534.2119662;524.8924908;4231.174304
30;0.223334979;15;1950;74.62605781;34.4811943;533.9274467;524.6493098;4189.379924
30;0.223334979;15;1950;74.70712993;34.4263512;533.6432338;524.4064022;4138.108191
30;0.223334979;15;1950;74.84878278;34.42047002;533.3593272;524.1637679;4132.60999
30;0.223334979;15;1950;74.96574335;34.36042664;533.0757264;523.9214063;4076.476629
30;0.223334979;15;1950;75.12652924;34.37410292;532.7924313;523.6793173;4089.262312
30;0.223334979;15;1950;75.2340661;34.34540895;532.5094414;523.4375005;4062.436881
30;0.223334979;15;1950;75.39469875;34.37285617;532.2267564;523.1959556;4088.096743
30;0.223334979;15;1950;75.47915158;34.32205126;531.944376;522.9546823;4040.600244
30;0.223334979;15;1950;75.63806384;34.32237141;531.6622999;522.7136804;4040.899548
30;0.223334979;15;1950;75.75887845;34.32126087;531.3805278;522.4729494;4039.861322
30;0.223334979;15;1950;75.87783282;34.32137333;531.0990592;522.2324891;4039.966454
30;0.223334979;15;1950;75.98690632;34.32248938;530.817894;521.9922993;4041.009834
30;0.223334979;15;1950;76.0897993;34.32429697;530.5370317;521.7523795;4042.699715
30;0.223334979;15;1950;76.18482856;34.35064813;530.256472;521.5127295;4067.334888
30;0.223334979;15;1950;76.30344763;34.35394194;529.9762147;521.273349;4070.414211
30;0.223334979;15;1950;76.35406497;34.33103158;529.6962593;521.0342376;4048.995763
30;0.223334979;15;1950;76.43937243;34.34388552;529.4166056;520.7953952;4061.012663
30;0.223334979;15;1950;76.51244732;34.3659098;529.1372533;520.5568213;4081.602721
30;0.223334979;15;1950;76.56445494;34.36299025;528.8582019;520.3185156;4078.873298
30;0.223334979;15;1950;76.6089311;34.34795399;528.5794513;520.080478;4064.816194
30;0.223334979;15;1950;76.6695327;34.34997996;528.301001;519.842708;4066.71023
30;0.223334979;15;1950;76.71943914;34.35206335;528.0228507;519.6052054;4068.657953
30;0.223334979;15;1950;76.76197838;34.35440573;527.7450001;519.3679698;4070.847795
30;0.223334979;15;1950;76.79862088;34.35742333;527.467449;519.131001;4073.66889
35;0.223334979;15;1950;77.33493557;36.27660164;527.1901969;518.8942987;1193.469629
35;0.223334979;15;1950;78.0340477;36.26151305;526.9132435;518.6578626;1179.363603
35;0.223334979;15;1950;78.21399431;36.26243021;526.6365886;518.4216923;1180.221038
35;0.223334979;15;1950;78.35448056;36.2765199;526.3602318;518.1857876;1193.393207
35;0.223334979;15;1950;78.48776629;36.30434037;526.0841728;517.9501481;1219.402016
35;0.221527586;15;1950;78.62177766;36.3786424;525.8084112;517.7147736;1278.435049
35;0.221527586;15;1950;78.75638466;36.44996585;525.5329467;517.4796638;1344.574319
35;0.221527586;15;1950;78.89113361;36.54768626;525.2577791;517.2448184;1435.191867
35;0.221527586;15;1950;79.02501198;36.67033255;524.982908;517.010237;1548.923555
35;0.221527586;15;1950;79.15684884;36.81375765;524.7083331;516.7759195;1681.923725
35;0.221527586;15;1950;79.28551132;36.9722804;524.434054;516.5418654;1828.924168
35;0.221527586;15;1950;79.40999381;37.13974496;524.1600705;516.3080745;1984.216478
35;0.221527586;15;1950;79.529427;37.31028947;523.8863822;516.0745465;2142.364869
35;0.221527586;15;1950;79.64309498;37.47884211;523.6129888;515.8412811;2298.666173
