Tw_in [°C];mw_dot [l/min];Hpev;Theater2 [°C];pc [bar];Tw_out [°C];Pheat_out [W];mw_dot [kg/s]
36.64578222;22.23703153;57.67395532;612.6893172;69.94184051;39.28614266;4094.307483;0.370617192
36.66368952;22.23703153;57.67395532;612.6893172;69.94669942;39.30752587;4099.697447;0.370617192
36.68159681;22.23703153;57.67395532;612.6893172;69.95827565;39.32630695;4101.052394;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;69.9754901;39.34279534;4098.852149;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;69.99816742;39.33730486;4090.338256;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.02240195;39.33059764;4079.937631;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.04765756;39.32297287;4068.114191;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.06556038;39.3173225;4059.352366;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.06130008;39.32037367;4064.083702;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.08186951;39.31408683;4054.334944;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.06662008;39.32144658;4065.747418;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.09787721;39.31113888;4049.763663;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.08000403;39.31915208;4062.189431;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.11192843;39.30889822;4046.289154;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.08064558;39.32172829;4066.184268;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.10687464;39.31383039;4053.937282;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.08307747;39.32409512;4069.854412;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.12620421;39.3090256;4046.486676;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.0906997;39.32323331;4068.518043;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.11345888;39.31657447;4058.192427;0.370617192
36.69950411;22.23703153;57.67395532;612.6893172;70.09690483;39.32389373;4069.542134;0.370617192
36.69950411;22.23703153;57.92644778;612.6893172;70.17409912;39.27824831;3998.761502;0.370617192
36.69950411;22.23703153;58.17894025;612.6893172;70.11283481;39.28386132;4007.465376;0.370617192
36.69950411;22.23703153;58.43143271;612.6893172;70.07137816;39.28405642;4007.767919;0.370617192
36.69950411;22.23703153;58.68392517;612.6893172;70.0271002;39.28574991;4010.393949;0.370617192
36.69950411;22.23703153;58.93641763;612.6893172;69.98213713;39.28780959;4013.587809;0.370617192
36.69950411;22.23703153;59.18891009;612.6893172;69.9371362;39.28985629;4016.761554;0.370617192
36.69950411;22.23703153;59.44140255;612.6893172;69.89227883;39.29177893;4019.742923;0.370617192
36.69950411;22.23703153;59.69389501;612.6893172;69.84758301;39.29356776;4022.516789;0.370617192
36.69950411;22.23703153;59.94638748;612.6893172;69.80302132;39.29524508;4025.117753;0.370617192
36.69950411;22.23703153;60.19887994;612.6893172;69.75856282;39.29683853;4027.588655;0.370617192
36.69950411;22.23703153;60.4513724;612.6893172;69.71418538;39.29837197;4029.966503;0.370617192
36.69950411;22.23703153;60.70386486;612.6893172;69.66987725;39.29986353;4032.27941;0.370617192
36.69950411;22.23703153;60.95635732;612.6893172;69.62563512;39.30132614;4034.54742;0.370617192
36.69950411;22.23703153;61.20884978;612.6893172;69.5814616;39.30276871;4036.784358;0.370617192
36.69950411;22.23703153;61.46134224;612.6893172;69.53736307;39.30419731;4038.999627;0.370617192
36.69950411;22.23703153;61.71383471;612.6893172;69.49334809;39.30561605;4041.199619;0.370617192
36.69950411;22.23703153;61.96632717;612.6893172;69.44942625;39.30702779;4043.38875;0.370617192
36.69950411;22.23703153;62.21881963;612.6893172;69.40560755;39.30843453;4045.570129;0.370617192
36.69950411;22.23703153;62.47131209;612.6893172;69.36190187;39.30983774;4047.746038;0.370617192
36.69950411;22.23703153;62.72380455;612.6893172;69.31831876;39.31123855;4049.918213;0.370617192
36.69950411;22.23703153;62.97629701;612.6893172;69.27486731;39.31263783;4052.088031;0.370617192
36.69950411;22.23703153;63.22878948;612.6893172;69.23155603;39.31403632;4054.25662;0.370617192
36.69950411;22.23703153;63.48128194;612.6893172;69.18839287;39.31543465;4056.424944;0.370617192
36.69950411;22.23703153;63.7337744;612.6893172;69.14538519;39.31683332;4058.593822;0.370617192
36.69950411;22.23703153;63.98626686;612.6893172;69.10253979;39.31823283;4060.763977;0.370617192
36.69950411;22.23703153;64.23875932;612.6893172;69.05986292;39.31963356;4062.936042;0.370617192
36.69950411;22.23703153;64.49125178;612.6893172;69.01736033;39.32103589;4065.110576;0.370617192
36.69950411;22.23703153;64.74374424;612.6893172;68.97503725;39.32244012;4067.288065;0.370617192
36.69950411;22.23703153;64.99623671;612.6893172;68.93289847;39.32384653;4069.468933;0.370617192
36.69950411;22.23703153;65.24872917;612.6893172;68.89094831;39.32525536;4071.65355;0.370617192
36.69950411;22.23703153;65.50122163;612.6893172;68.8491907;39.3266668;4073.842216;0.370617192
36.69950411;22.23703153;65.75371409;612.6893172;68.80762919;39.32808101;4076.035186;0.370617192
36.69950411;22.23703153;66.00620655;612.6893172;68.76626695;39.32949813;4078.232661;0.370617192
36.69950411;22.23703153;66.25869901;612.6893172;68.72510679;39.33091825;4080.43479;0.370617192
36.69950411;22.23703153;66.51119147;612.6893172;68.68415124;39.33234144;4082.641675;0.370617192
36.69950411;22.23703153;66.76368394;612.6893172;68.64340248;39.33376773;4084.85337;0.370617192
36.69950411;22.23703153;67.0161764;612.6893172;68.60286245;39.33519713;4087.069891;0.370617192
36.69950411;22.23703153;67.26866886;612.6893172;68.56253279;39.33662963;4089.291201;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.52241492;39.33806516;4091.51723;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.44461434;39.37133405;4143.106053;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.45729249;39.3684674;4138.660837;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.47482556;39.36158386;4127.986792;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.4401017;39.37560907;4149.735161;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.45672661;39.37014916;4141.26868;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.47475331;39.3630907;4130.323386;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.4440046;39.37573463;4149.929862;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.46074141;39.3704429;4141.724179;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.47791612;39.36401714;4131.759991;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.44926417;39.37602819;4150.385066;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.46539739;39.37113421;4142.796161;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.48119959;39.36547314;4134.017759;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.45627522;39.37612871;4150.540938;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.46510391;39.37428106;4147.675855;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.48775015;39.36591582;4134.704208;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.46153481;39.37715827;4152.137437;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.47523661;39.37336699;4146.258445;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.48752096;39.36940287;4140.111432;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.47532058;39.37512023;4148.977133;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.48414911;39.37306401;4145.788622;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.48608754;39.37327159;4146.110513;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.4905278;39.37256035;4145.007628;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.48926564;39.37420579;4147.55914;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.4985107;39.37157775;4143.483937;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.49395745;39.37440777;4147.872352;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.50169398;39.37262609;4145.10957;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.49876688;39.37472173;4148.359201;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.50593156;39.37309287;4145.833389;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.50241184;39.37539096;4149.396949;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.50864582;39.37413073;4147.442759;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.50904033;39.37485608;4148.567531;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51493074;39.37360253;4146.623689;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.50785103;39.37724557;4152.272818;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51227074;39.37675805;4151.516845;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51674321;39.37579915;4150.029901;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51491163;39.37745955;4152.60463;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.52458825;39.37445825;4147.95063;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51539721;39.37886054;4154.777091;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.52416247;39.37655563;4151.20295;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.52717354;39.3761213;4150.529458;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.52321894;39.37835596;4153.994664;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.52504677;39.37866994;4154.481539;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.53059059;39.37712909;4152.092201;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.53032723;39.3778965;4153.282188;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.53093678;39.37854615;4154.289578;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.53158182;39.37895621;4154.925444;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.53470588;39.37838286;4154.036362;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.53852798;39.37749903;4152.665849;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.53744236;39.37863981;4154.434818;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.53881073;39.37865354;4154.456104;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.53726612;39.37999667;4156.53885;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.53950177;39.37964453;4155.992794;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54461963;39.37814848;4153.672923;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54163613;39.37991083;4156.405733;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54514404;39.37900294;4154.997906;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54805067;39.37842905;4154.107995;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54394867;39.3805139;4157.340897;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54733681;39.37960169;4155.926362;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.5481626;39.37977856;4156.200635;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54856874;39.38005525;4156.629687;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54826729;39.38058526;4157.451543;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54702599;39.38147091;4158.824896;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54463135;39.38279919;4160.884606;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.54090491;39.38464032;4163.739571;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.5357533;39.38702843;4167.442736;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.52925839;39.3899242;4171.933088;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.52184384;39.39314508;4176.927581;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.5147529;39.39617712;4181.629257;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51171679;39.39757629;4183.7989;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51490111;39.39658106;4182.255638;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51231018;39.39781619;4184.170903;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51555642;39.39679741;4182.591111;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51297057;39.3980254;4184.495312;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51636648;39.39694153;4182.814608;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51356129;39.3982413;4184.830097;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51720844;39.3970482;4182.980003;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51407482;39.39845812;4185.166321;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51802156;39.39713513;4183.114813;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51452447;39.39866725;4185.490616;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51875281;39.39722076;4183.247592;0.370617192
36.69950411;22.23703153;67.52116132;612.6893172;68.51491746;39.39886485;4185.797018;0.370617192
36.69950411;22.23703153;67.52116132;613.2397531;68.50004521;39.41686404;4213.70769;0.370617192
36.69950411;22.23703153;67.52116132;613.7901889;68.50184361;39.42947364;4233.260912;0.370617192
36.69950411;22.23703153;67.52116132;614.3406248;68.52141829;39.43567599;4242.878665;0.370617192
36.69950411;22.23703153;67.52116132;614.8910606;68.55483236;39.43632364;4243.882962;0.370617192
36.69950411;22.23703153;67.52116132;615.4414965;68.57701549;39.44135602;4251.68648;0.370617192
36.69950411;22.23703153;67.52116132;615.9919324;68.61075201;39.44208349;4252.814537;0.370617192
36.69950411;22.23703153;67.52116132;616.5423682;68.63559764;39.44631258;4259.372431;0.370617192
36.69950411;22.23703153;67.52116132;617.0928041;68.66869419;39.44747609;4261.17664;0.370617192
36.69950411;22.23703153;67.52116132;617.6432399;68.69502266;39.45128551;4267.083764;0.370617192
36.69950411;22.23703153;67.52116132;618.1936758;68.72751204;39.45279904;4269.430734;0.370617192
36.69950411;22.23703153;67.52116132;618.7441116;68.75478115;39.45633875;4274.91963;0.370617192
36.69950411;22.23703153;67.52116132;619.2945475;68.78680015;39.45810326;4277.655798;0.370617192
36.69950411;22.23703153;67.52116132;619.8449834;68.81469809;39.46145711;4282.856484;0.370617192
36.69950411;22.23703153;67.54640793;620.3954192;68.83943456;39.46425032;4287.18781;0.370617192
36.69950411;22.23703153;67.57165454;620.9458551;68.87003543;39.46541757;4288.997822;0.370617192
36.69950411;22.23703153;67.59690115;621.4962909;68.89628583;39.46805698;4293.090649;0.370617192
36.69950411;22.23703153;67.62214776;622.0467268;68.92201069;39.47088149;4297.470515;0.370617192
36.69950411;22.23703153;67.64739437;622.5971626;68.94182872;39.47567458;4304.902968;0.370617192
36.69950411;22.23703153;67.67264098;623.1475985;68.96870928;39.47803306;4308.560185;0.370617192
36.69950411;22.23703153;67.69788759;623.6980344;68.99610575;39.48017937;4311.888378;0.370617192
36.69950411;22.23703153;67.7231342;624.2484702;69.02378873;39.48220073;4315.022826;0.370617192
36.69950411;22.23703153;67.74838081;624.7989061;69.05157211;39.48417101;4318.078062;0.370617192
36.69950411;22.23703153;67.77362742;625.3493419;69.07931956;39.48614434;4321.138031;0.370617192
36.69950411;22.23703153;67.79887403;625.8997778;69.10694108;39.488156;4324.257439;0.370617192
36.69950411;22.23703153;67.82412064;626.4502136;69.13438493;39.49022571;4327.46687;0.370617192
36.69950411;22.23703153;67.84936725;627.0006495;69.16162792;39.49236173;4330.779103;0.370617192
36.69950411;22.23703153;67.87461386;627.5510854;69.18866605;39.49456464;4334.195079;0.370617192
36.69950411;22.23703153;67.89986047;628.1015212;69.21550673;39.49683064;4337.708885;0.370617192
36.69950411;22.23703153;67.92510708;628.6519571;69.24216296;39.49915384;4341.311385;0.370617192
36.69950411;22.23703153;67.95035369;629.2023929;69.26864959;39.50152778;4344.99256;0.370617192
36.69950411;22.23703153;67.9756003;629.7528288;69.29498107;39.5039463;4348.742872;0.370617192
36.69950411;22.23703153;68.00084691;630.3032646;69.32117043;39.50640395;4352.553853;0.370617192
36.69950411;22.23703153;68.02609352;630.8537005;69.34722893;39.50889608;4356.41831;0.370617192
36.69950411;22.23703153;68.05134013;631.4041364;69.37316613;39.51141883;4360.330237;0.370617192
36.69950411;22.23703153;68.07658674;631.9545722;69.39899006;39.51396899;4364.284671;0.370617192
36.69950411;22.23703153;68.10183335;632.5050081;69.4247075;39.51654392;4368.277518;0.370617192
36.69950411;22.23703153;68.12707996;633.0554439;69.45032421;39.51914142;4372.305365;0.370617192
36.69950411;22.23703153;68.15232657;633.6058798;69.47584516;39.52175966;4376.365375;0.370617192
36.69950411;22.23703153;68.17757318;634.1563156;69.50127464;39.5243971;4380.455145;0.370617192
36.69950411;22.23703153;68.20281979;634.7067515;69.5266164;39.52705242;4384.572658;0.370617192
36.69950411;22.23703153;68.2280664;635.2571874;69.55187377;39.52972453;4388.716193;0.370617192
36.69950411;22.23703153;68.25331301;635.8076232;69.57704968;39.53241248;4392.884296;0.370617192
36.69950411;22.23703153;68.27855962;636.3580591;69.60214671;39.53511549;4397.075748;0.370617192
36.69950411;22.23703153;68.30380623;636.9084949;69.62716716;39.53783289;4401.289527;0.370617192
36.69950411;22.23703153;68.32905284;637.4589308;69.65211302;39.54056417;4405.524817;0.370617192
36.69950411;22.23703153;68.35429945;638.0093666;69.67698603;39.5433089;4409.780974;0.370617192
36.69950411;22.23703153;68.37954606;638.5598025;69.7017876;39.54606682;4414.057566;0.370617192
36.69950411;22.23703153;68.40479267;639.1102383;69.72651883;39.54883776;4418.354355;0.370617192
36.69950411;22.23703153;68.43003928;639.6606742;69.75118043;39.55162174;4422.671372;0.370617192
36.69950411;22.23703153;68.45528589;640.2111101;69.77577261;39.55441898;4427.008946;0.370617192
