Tw_in [°C];mw_dot [l/min];Hpev;Theater2 [°C];pc [bar];Tw_out [°C];Pheat_out [W];mw_dot [kg/s]
37.68345921;23.27777647;44.53773344;587.5763532;71.6877223;40.02677415;3803.755381;0.387962941
37.68345921;23.27777647;44.53773344;587.5763532;71.48305705;40.09157689;3908.945586;0.387962941
37.68345921;23.27777647;44.53773344;587.5763532;71.38214071;40.12893135;3969.58073;0.387962941
37.68345921;23.27777647;44.53773344;587.5763532;71.57002578;40.067659;3870.121193;0.387962941
37.68345921;23.27777647;44.53773344;587.5763532;71.68851038;40.0254707;3801.639578;0.387962941
37.68345921;23.27777647;44.53773344;587.5763532;71.47896305;40.09159541;3908.975658;0.387962941
37.68345921;23.27777647;44.53773344;587.5763532;71.57776302;40.06092223;3859.185815;0.387962941
37.68345921;23.27777647;44.53773344;587.5763532;71.65159916;40.03174911;3811.83093;0.387962941
37.68345921;23.27777647;44.53773344;587.5763532;71.47689769;40.08983016;3906.110227;0.387962941
37.68345921;23.1150941;44.53773344;587.5763532;71.41433384;40.13367929;3949.491519;0.385251568
37.68345921;22.95241173;44.53773344;587.5763532;71.56852043;40.10364576;3873.625175;0.382540196
37.68345921;22.78972936;44.53773344;587.5763532;71.69158922;40.07845282;3806.132935;0.379828823
37.68345921;22.62704699;44.53773344;587.5763532;71.47454883;40.16892289;3921.712251;0.37711745
37.68345921;22.46436463;44.53773344;587.5763532;71.39894378;40.21971713;3973.086147;0.374406077
37.68345921;22.30168226;44.53773344;587.5763532;71.56778262;40.18416235;3889.020109;0.371694704
37.68345921;22.13899989;44.53773344;587.5763532;71.69922811;40.15615829;3817.417774;0.368983332
37.68345921;21.97631752;44.53773344;587.5763532;71.47351174;40.25287616;3937.584908;0.366271959
37.68345921;21.81363515;44.53773344;587.5763532;71.38263493;40.31143451;3997.511754;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.5645575;40.24873076;3902.130735;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.69851633;40.19846303;3825.666596;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.47095132;40.27517937;3942.362709;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.37183713;40.31489524;4002.776007;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.55989322;40.24969787;3903.601842;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.65989897;40.21012137;3843.400536;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.46618623;40.27591593;3943.483108;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.36416223;40.31666665;4005.470561;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.55573991;40.25011524;3904.23671;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.65282724;40.211508;3845.509795;0.363560586
37.68345921;21.81363515;44.53773344;587.5763532;71.46213435;40.27626273;3944.010637;0.363560586
37.68345921;21.81363515;44.46843142;587.5763532;71.57973074;40.24150854;3891.144747;0.363560586
37.68345921;21.81363515;44.39912941;587.5763532;71.51345647;40.26691043;3929.784512;0.363560586
37.68345921;21.81363515;44.3298274;587.5763532;71.6143144;40.24223922;3892.256204;0.363560586
37.68345921;21.81363515;44.26052539;587.5763532;71.62685183;40.23948095;3888.060504;0.363560586
37.68345921;21.81363515;44.19122337;587.5763532;71.46443318;40.29667164;3975.055395;0.363560586
37.68345921;21.81363515;44.12192136;587.5763532;71.63233034;40.24666444;3898.987579;0.363560586
37.68345921;21.81363515;44.05261935;587.5763532;71.58105777;40.26625964;3928.794568;0.363560586
37.68345921;21.81363515;43.98331734;587.5763532;71.68886146;40.2387936;3887.014946;0.363560586
37.68345921;21.81363515;43.91401533;587.5763532;71.69106417;40.23903433;3887.381123;0.363560586
37.68345921;21.81363515;43.84471331;587.5763532;71.61418446;40.27332831;3939.546984;0.363560586
37.68345921;21.81363515;43.7754113;587.5763532;71.70552189;40.24418041;3895.209028;0.363560586
37.68345921;21.81363515;43.70610929;587.5763532;71.74728378;40.23636189;3883.315979;0.363560586
37.68345921;21.81363515;43.63680728;587.5763532;71.74891886;40.23603206;3882.814259;0.363560586
37.68345921;21.81363515;43.56750526;587.5763532;71.66093168;40.27198528;3937.50405;0.363560586
37.68345921;21.81363515;43.49820325;587.5763532;71.76880124;40.24067513;3889.877009;0.363560586
37.68345921;21.81363515;43.42890124;587.5763532;71.71699938;40.263415;3924.467482;0.363560586
37.68345921;21.81363515;43.35959923;587.5763532;71.67714393;40.2885245;3962.662478;0.363560586
37.68345921;21.81363515;43.29029722;587.5763532;71.81882787;40.24301981;3893.443597;0.363560586
37.68345921;21.81363515;43.2209952;587.5763532;71.68904983;40.29483629;3972.263586;0.363560586
37.68345921;21.81363515;43.15169319;587.5763532;71.84382301;40.24423701;3895.295119;0.363560586
37.68345921;21.81363515;43.08239118;587.5763532;71.76111934;40.27871365;3947.738827;0.363560586
37.68345921;21.81363515;43.01308917;587.5763532;71.87623701;40.24091093;3890.235697;0.363560586
37.68345921;21.81363515;42.94378715;587.5763532;71.84422089;40.25885946;3917.537877;0.363560586
37.68345921;21.81363515;42.87448514;587.5763532;71.91733415;40.23553423;3882.056996;0.363560586
37.68345921;21.81363515;42.80518313;587.5763532;71.96914969;40.22343016;3863.645039;0.363560586
37.68345921;21.81363515;42.73588112;587.5763532;71.96183988;40.2283368;3871.108708;0.363560586
37.68345921;21.81363515;42.66657911;587.5763532;71.84394461;40.26876389;3932.603874;0.363560586
37.68345921;21.81363515;42.59727709;587.5763532;71.94681717;40.24483239;3896.200766;0.363560586
37.68345921;21.81363515;42.52797508;587.5763532;71.9758525;40.2372234;3884.626457;0.363560586
37.68345921;21.81363515;42.45867307;587.5763532;71.91674234;40.26408777;3925.490854;0.363560586
37.68345921;21.81363515;42.38937106;587.5763532;72.02178243;40.23381901;3879.447902;0.363560586
37.68345921;21.81363515;42.32006904;587.5763532;71.94633743;40.26463137;3926.317751;0.363560586
37.68345921;21.81363515;42.25076703;587.5763532;72.05235365;40.23410607;3879.884567;0.363560586
37.68345921;21.81363515;42.18146502;587.5763532;71.98043484;40.26370888;3924.914504;0.363560586
37.68345921;21.81363515;42.11216301;587.5763532;72.08565438;40.23344628;3878.880937;0.363560586
37.68345921;21.81363515;42.04286099;587.5763532;72.01451012;40.26281629;3923.556753;0.363560586
37.68345921;21.81363515;41.97355898;587.5763532;72.11928852;40.23275621;3877.831242;0.363560586
37.68345921;21.81363515;41.90425697;587.5763532;72.04895041;40.26188413;3922.138818;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.15329805;40.23200609;3876.690211;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.07323736;40.25946644;3918.46118;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.00891402;40.28539115;3957.896226;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.16242395;40.23403124;3879.770735;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.06167273;40.26612401;3928.588248;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.15796878;40.23229239;3877.12571;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.08065641;40.25890221;3917.6029;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.01229495;40.28615945;3959.06491;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.16617874;40.23457642;3880.600038;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.28818475;40.19068309;3813.832248;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.0894413;40.25644772;3913.869289;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.19006062;40.22495457;3865.96387;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.14892228;40.24120035;3890.675942;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.18871702;40.2276528;3870.068253;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.29038102;40.19335436;3817.895612;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.08181536;40.25911044;3917.919644;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.05691181;40.27579058;3943.292434;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.16526312;40.23624797;3883.142687;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.08335642;40.26078825;3920.471823;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.03508032;40.28686809;3960.142852;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.17923756;40.23326669;3878.60775;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.07153935;40.26525281;3927.263044;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.16022815;40.23303393;3878.253686;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.08605493;40.25811785;3916.409785;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.00805291;40.28819059;3962.15455;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.16530398;40.2353871;3881.833181;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.27166891;40.19621569;3822.24809;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.09127352;40.25437256;3910.712679;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;71.96851115;40.30222237;3983.498816;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.16514644;40.23526782;3881.651748;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.26875256;40.19623292;3822.274293;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.08036918;40.25821057;3916.550827;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.1797815;40.2261649;3867.804948;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.13128673;40.24463544;3895.901181;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.1806926;40.22753612;3869.890764;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.28328807;40.19306653;3817.457787;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.09815289;40.25035809;3904.606129;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.05840544;40.27001322;3934.504276;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;71.94510815;40.31207305;3998.483067;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.15447635;40.23655809;3883.614425;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.06433121;40.26256901;3923.180614;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.00576627;40.29178128;3967.61649;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.16235181;40.2343727;3880.290143;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.26532614;40.19597114;3821.876095;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.06781904;40.26155539;3921.638757;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.17554297;40.22700038;3869.075835;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.27743336;40.19189786;3815.68008;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.09622509;40.24821501;3901.346209;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.03001122;40.2739648;3940.515176;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;71.8689106;40.32930872;4024.700891;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;71.98351509;40.30118581;3981.922074;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.1582696;40.23725055;3884.667755;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.21929215;40.21129427;3845.184676;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.07271554;40.25752272;3915.504517;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.14642012;40.23060342;3874.556551;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.07023246;40.25697009;3914.66388;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;71.99054109;40.28876664;3963.030815;0.363560586
37.68345921;21.81363515;41.83495496;587.5763532;72.1446656;40.23643799;3883.431734;0.363560586
37.68345921;21.81363515;41.83495496;588.5237747;72.20364299;40.23460642;3880.645672;0.363560586
37.68345921;21.81363515;41.83495496;589.4711962;72.25548492;40.23828907;3886.247485;0.363560586
37.68345921;21.81363515;41.83495496;590.4186177;72.30877718;40.24271965;3892.987004;0.363560586
37.68345921;21.81363515;41.83495496;591.3660392;72.36304345;40.24707056;3899.605334;0.363560586
37.68345921;21.81363515;41.83495496;592.3134607;72.41805354;40.25150987;3906.358135;0.363560586
37.68345921;21.81363515;41.83495496;593.2608822;72.47350444;40.25603951;3913.248349;0.363560586
37.68345921;21.81363515;41.83495496;594.2083037;72.52921738;40.26058684;3920.165462;0.363560586
37.68345921;21.81363515;41.83495496;595.1557252;72.5851544;40.26514182;3927.094214;0.363560586
37.68345921;21.81363515;41.83495496;596.1031467;72.64129902;40.26971676;3934.05332;0.363560586
37.68345921;21.81363515;41.83495496;597.0505682;72.6976203;40.27430551;3941.033443;0.363560586
37.68345921;21.81363515;41.83495496;597.9979897;72.75414122;40.27888331;3947.996898;0.363560586
37.68345921;21.81363515;41.83495496;598.9454112;72.81109607;40.28339759;3954.863747;0.363560586
37.68345921;21.81363515;41.83495496;599.8928327;72.87356123;40.28610684;3958.984888;0.363560586
37.68345921;21.81363515;41.83495496;600.8402542;72.93166263;40.29054141;3965.730471;0.363560586
37.68345921;21.81363515;41.83495496;601.7876757;72.99055945;40.29467343;3972.015843;0.363560586
37.68345921;21.81363515;41.83495496;602.7350972;73.0484121;40.2990395;3978.657244;0.363560586
37.68345921;21.81363515;41.83495496;603.6825187;73.10700974;40.30323737;3985.042781;0.363560586
37.68345921;21.81363515;41.83495496;604.6299402;73.16493477;40.30762383;3991.715193;0.363560586
37.68345921;21.81363515;41.83495496;605.5773617;73.21313908;40.31471652;4002.504146;0.363560586
37.68345921;21.81363515;41.83495496;606.5247832;73.26096669;40.32203981;4013.643873;0.363560586
37.68345921;21.81363515;41.83495496;607.4722047;73.7642346;40.20887618;3841.506439;0.363560586
37.68345921;21.81363515;41.83495496;608.4196262;73.43676422;40.34221132;4044.327513;0.363560586
37.68345921;21.81363515;41.83495496;609.3670477;73.22142238;40.41147117;4149.68127;0.363560586
37.68345921;21.81363515;41.83495496;610.3144692;73.84389638;40.2525926;3908.005125;0.363560586
37.68345921;21.81363515;41.83495496;611.2618907;73.48768055;40.39205044;4120.139675;0.363560586
37.68345921;21.81363515;41.83495496;612.2093122;73.17114592;40.49377515;4274.876935;0.363560586
37.68345921;21.81363515;41.83495496;613.1567337;73.41009853;40.44162091;4195.543171;0.363560586
37.68345921;21.81363515;41.92477645;614.1041552;74.36779303;40.18211684;3800.801795;0.363560586
37.68345921;21.81363515;42.01459794;615.0515767;74.22078068;40.2611925;3921.086754;0.363560586
37.68345921;21.81363515;42.10441942;615.9989982;74.10995845;40.31896673;4008.969292;0.363560586
37.68345921;21.81363515;42.19424091;616.9464198;73.4084495;40.52851056;4327.714274;0.363560586
37.68345921;21.81363515;42.2840624;617.8938413;73.30144303;40.55174435;4363.056062;0.363560586
37.68345921;21.81363515;42.37388389;618.8412628;73.86410274;40.39312379;4121.772386;0.363560586
37.68345921;21.81363515;42.46370538;619.7886843;74.0132729;40.38130026;4103.787163;0.363560586
37.68345921;21.81363515;42.55352687;620.7361058;74.26973159;40.33413192;4032.037636;0.363560586
37.68345921;21.81363515;42.64334836;621.6835273;73.935309;40.44522114;4201.019607;0.363560586
37.68345921;21.81363515;42.73316985;622.6309488;74.75070453;40.2058935;3836.969373;0.363560586
37.68345921;21.81363515;42.82299133;623.5783703;74.29347407;40.3723705;4090.203768;0.363560586
37.68345921;21.81363515;42.91281282;624.5257918;73.93250698;40.48612104;4263.233989;0.363560586
37.68345921;21.81363515;43.00263431;625.4732133;74.77289681;40.23736849;3884.847154;0.363560586
37.68345921;21.81363515;43.0924558;626.4206348;74.34948822;40.39417019;4123.364107;0.363560586
37.68345921;21.81363515;43.18227729;627.3680563;73.90431196;40.53310446;4334.70222;0.363560586
37.68345921;21.81363515;43.27209878;628.3154778;74.76323462;40.27652676;3944.412271;0.363560586
37.68345921;21.81363515;43.36192027;629.2628993;74.42274305;40.40776364;4144.041605;0.363560586
37.68345921;21.81363515;43.45174175;630.2103208;74.35032489;40.45055759;4209.137094;0.363560586
37.68345921;21.81363515;43.54156324;631.1577423;74.00307115;40.56122757;4377.481347;0.363560586
37.68345921;21.81363515;43.63138473;632.1051638;74.55763156;40.39944354;4131.385586;0.363560586
37.68345921;21.81363515;43.72120622;633.0525853;74.45656981;40.45106893;4209.914912;0.363560586
37.68345921;21.81363515;43.81102771;634.0000068;74.10536298;40.56398742;4381.679461;0.363560586
37.68345921;21.81363515;43.9008492;634.9474283;74.25393615;40.53307465;4334.656878;0.363560586
37.68345921;21.81363515;43.99067069;635.8948498;74.37754353;40.51365986;4305.12432;0.363560586
37.68345921;21.81363515;44.08049218;636.8422713;74.2848768;40.55770036;4372.115968;0.363560586
37.68345921;21.81363515;44.17031366;637.7896928;74.34944128;40.54721651;4356.168595;0.363560586
37.68345921;21.81363515;44.26013515;638.7371143;74.57965264;40.4921636;4272.425551;0.363560586
37.68345921;21.81363515;44.34995664;639.6845358;74.38439157;40.56173948;4378.260029;0.363560586
37.68345921;21.81363515;44.43977813;640.6319573;74.68368103;40.4810394;4255.504115;0.363560586
37.68345921;21.81363515;44.52959962;641.5793788;74.42487568;40.57295945;4395.327148;0.363560586
37.68345921;21.81363515;44.61942111;642.5268003;74.37705028;40.60576914;4445.235193;0.363560586
37.68345921;21.81363515;44.7092426;643.4742218;74.50921008;40.57990505;4405.892361;0.363560586
37.68345921;21.81363515;44.79906409;644.4216433;74.43007956;40.62023929;4467.246289;0.363560586
37.68345921;21.81363515;44.88888557;645.3690648;74.5722509;40.59030144;4421.706695;0.363560586
37.68345921;21.81363515;44.97870706;646.3164863;74.48641772;40.63148879;4484.358324;0.363560586
37.68345921;21.81363515;45.06852855;647.2639078;74.64529981;40.59624862;4430.75318;0.363560586
37.68345921;21.81363515;45.15835004;648.2113293;74.6126829;40.62354672;4472.277337;0.363560586
37.68345921;21.81363515;45.24817153;649.1587508;74.97834289;40.5319663;4332.970934;0.363560586
37.68345921;21.81363515;45.33799302;650.1061723;74.85167116;40.58718302;4416.963147;0.363560586
37.68345921;21.81363515;45.33799302;651.0535938;75.06247688;40.54381906;4351.000613;0.363560586
37.68345921;21.81363515;45.33799302;652.0010153;74.68106075;40.67946692;4557.339647;0.363560586
37.68345921;21.81363515;45.33799302;652.9484368;74.98156305;40.60537658;4444.63806;0.363560586
37.68345921;21.81363515;45.33799302;653.8958583;75.20538914;40.55925959;4374.487778;0.363560586
37.68345921;21.81363515;45.33799302;654.8432798;75.24853527;40.56888108;4389.123383;0.363560586
37.68345921;21.81363515;45.33799302;655.7907013;75.30367721;40.57371415;4396.475143;0.363560586
37.68345921;21.81363515;45.33799302;656.7381228;75.3559089;40.578997;4404.511085;0.363560586
37.68345921;21.81363515;45.33799302;657.6855443;75.40626437;40.58469849;4413.18384;0.363560586
37.68345921;21.81363515;45.33799302;658.6329658;75.45595387;40.59054287;4422.073943;0.363560586
37.68345921;21.81363515;45.33799302;659.5803873;75.50553447;40.59639258;4430.972163;0.363560586
37.68345921;21.81363515;45.33799302;660.5278088;75.39696876;40.6532123;4517.40277;0.363560586
37.68345921;21.81363515;45.33799302;661.4752303;75.5946889;40.61153557;4454.00673;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.65093967;40.61457192;4458.625434;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.70492467;40.59507884;4428.973779;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.71824187;40.58708854;4416.819428;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.73380507;40.57686954;4401.274923;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.77968443;40.55542846;4368.660093;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.73069486;40.56541654;4383.853345;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.74250475;40.55526831;4368.416487;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.70420132;40.56346427;4380.883676;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.68607628;40.56623776;4385.102525;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.66816793;40.56949555;4390.058078;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.65485095;40.57147724;4393.072503;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.64343709;40.57291444;4395.258685;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.63368862;40.57383265;4396.655396;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.62498518;40.57442356;4397.554265;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.61705522;40.57478171;4398.099051;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.60968524;40.5749879;4398.412703;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.6027501;40.57509476;4398.575253;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.59616676;40.57514033;4398.644565;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.58988271;40.57515193;4398.662204;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.58386285;40.57515134;4398.661305;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.57808202;40.57515888;4398.672783;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.57251768;40.57519857;4398.733149;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.56713972;40.57530681;4398.897809;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.56188577;40.5755528;4399.271981;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.55657917;40.57609907;4400.102944;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.5505558;40.57744533;4402.15079;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.53976445;40.58209599;4409.225082;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.4775847;40.61199838;4454.710731;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.48253615;40.61773361;4463.434793;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.505499;40.61184128;4454.471763;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.57046398;40.58779457;4417.893408;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.60220949;40.57037026;4391.38863;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.41613167;40.63999894;4497.303433;0.363560586
37.68345921;21.81363515;45.33799302;662.4226518;75.52007043;40.61034457;4452.195053;0.363560586
37.64081205;21.81363515;45.33799302;662.4226518;75.40015751;40.60543958;4509.606077;0.363560586
37.59816488;21.81363515;45.33799302;662.4226518;75.30636991;40.59532525;4559.093012;0.363560586
37.55551772;21.81363515;45.33799302;662.4226518;75.50102201;40.47903049;4447.064878;0.363560586
37.51287055;21.81363515;45.33799302;662.4226518;75.36663575;40.47291964;4502.641647;0.363560586
37.47022339;21.81363515;45.33799302;662.4226518;75.30913384;40.44760581;4529.008028;0.363560586
37.42757622;21.81363515;45.33799302;662.4226518;75.45644322;40.34763065;4441.804273;0.363560586
37.38492906;21.81363515;45.33799302;662.4226518;75.5478108;40.26550984;4381.759413;0.363560586
37.3422819;21.81363515;45.33799302;662.4226518;75.33063427;40.28723344;4479.676196;0.363560586
37.29963473;21.81363515;45.33799302;662.4226518;75.20507661;40.28807801;4545.83311;0.363560586
37.25698757;21.81363515;45.33799302;662.4226518;75.41031868;40.16669363;4426.062973;0.363560586
37.2143404;21.81363515;45.33799302;662.4226518;75.49793807;40.08288986;4363.458127;0.363560586
37.17169324;21.81363515;45.33799302;662.4226518;75.26981365;40.10900591;4468.056419;0.363560586
37.12904607;21.81363515;45.33799302;662.4226518;75.3793357;40.02287124;4401.905954;0.363560586
37.08639891;21.81363515;45.33799302;662.4226518;75.22844276;40.0241298;4468.692592;0.363560586
37.04375174;21.81363515;45.33799302;662.4226518;75.13777332;40.01179485;4514.801646;0.363560586
37.00110458;21.81363515;45.33799302;662.4226518;75.33933967;39.89233311;4397.956109;0.363560586
36.95845741;21.81363515;45.33799302;662.4226518;75.39901667;39.8182002;4350.061979;0.363560586
36.91581025;21.81363515;45.33799302;662.4226518;75.17915414;39.842137;4451.345336;0.363560586
36.87316308;21.81363515;45.33799302;662.4226518;75.27948682;39.7593757;4390.326223;0.363560586
36.83051592;21.81363515;45.33799302;662.4226518;75.13309103;39.75935754;4455.17079;0.363560586
36.78786875;21.81363515;45.33799302;662.4226518;75.05387528;39.74281139;4494.874038;0.363560586
36.74522159;21.81363515;45.33799302;662.4226518;75.23353644;39.63121311;4389.989907;0.363560586
36.70257442;21.81363515;45.33799302;662.4226518;75.29518961;39.55704309;4342.039319;0.363560586
36.65992726;21.81363515;45.33799302;662.4226518;75.08447132;39.57777387;4438.445866;0.363560586
36.6172801;21.81363515;45.33799302;662.4226518;75.18418856;39.49494577;4377.325133;0.363560586
36.57463293;21.81363515;45.33799302;662.4226518;75.03747422;39.49501898;4442.308705;0.363560586
36.53198577;21.81363515;45.33799302;662.4226518;74.95810401;39.47855888;4482.142821;0.363560586
36.4893386;21.81363515;45.33799302;662.4226518;75.13262552;39.36862227;4379.786333;0.363560586
36.44669144;21.81363515;45.33799302;662.4226518;75.19840875;39.29304861;4329.700597;0.363560586
36.40404427;21.81363515;45.28163173;662.4226518;74.99403492;39.31603302;4429.535256;0.363560586
36.36139711;21.81363515;45.22527044;662.4226518;75.13004748;39.22404777;4354.485238;0.363560586
36.31874994;21.81363515;45.16890915;662.4226518;74.97987515;39.2298593;4428.197584;0.363560586
36.27610278;21.81363515;45.11254786;662.4226518;75.1416499;39.12969325;4340.703454;0.363560586
36.23345561;21.81363515;45.05618658;662.4226518;74.97401198;39.14088957;4422.606805;0.363560586
36.19080845;21.81363515;44.99982529;662.4226518;74.61039405;39.20895229;4591.011744;0.363560586
36.14816128;21.81363515;44.943464;662.4226518;75.24173501;38.96017977;4277.466744;0.363560586
36.10551412;21.81363515;44.88710271;662.4226518;75.15311536;38.94384419;4317.490279;0.363560586
36.06286695;21.81363515;44.83074142;662.4226518;75.15913006;38.89723827;4311.468486;0.363560586
36.02021979;21.81363515;44.77438013;662.4226518;75.17846934;38.84511269;4297.050505;0.363560586
35.97757262;21.81363515;44.71801885;662.4226518;75.18826097;38.79572586;4286.79855;0.363560586
35.93492546;21.81363515;44.66165756;662.4226518;75.16800181;38.75747685;4293.488747;0.363560586
35.89227829;21.81363515;44.60529627;662.4226518;75.13635579;38.72534326;4309.481333;0.363560586
35.84963113;21.81363515;44.54893498;662.4226518;75.10785909;38.69474873;4327.815045;0.363560586
35.80698397;21.81363515;44.49257369;662.4226518;75.09742495;38.65946871;4339.021486;0.363560586
35.7643368;21.81363515;44.43621241;662.4226518;75.07118658;38.62852276;4356.820645;0.363560586
35.72168964;21.81363515;44.37985112;662.4226518;75.04099036;38.59507687;4370.817037;0.363560586
35.67904247;21.81363515;44.32348983;662.4226518;74.95256814;38.58136465;4414.831079;0.363560586
35.63639531;21.81363515;44.26712854;662.4226518;75.06027776;38.49166797;4343.262292;0.363560586
35.59374814;21.81363515;44.21076725;662.4226518;75.11993044;38.42257312;4303.031739;0.363560586
35.55110098;21.81363515;44.15440596;662.4226518;75.13867957;38.36875177;4286.034255;0.363560586
35.50845381;21.81363515;44.09804468;662.4226518;75.15706228;38.31537757;4269.716962;0.363560586
35.46580665;21.81363515;44.04168339;662.4226518;75.16040261;38.267504;4261.766879;0.363560586
35.42315948;21.81363515;43.9853221;662.4226518;75.14501311;38.22718931;4265.314905;0.363560586
